N_EXPEDIENT,DISTRICTE,BARRI,TIPUS_CARRER,CARRER,TIPUS_NUM,NUM1,LLETRA1,NUM2,LLETRA2,BLOC,PORTAL,ESCALA,PIS,PORTA,LONGITUD_X,LATITUD_Y
06-2013-0279,GRACIA,el Camp d'en Grassot i Gràcia Nova,PASSATGE,NOGUES,2,2,,4,,,,,BJ,3,2.167056693,41.40739354
06-2013-0282,GRACIA,la Vila de Gràcia,CARRER,JOAN BLANQUES,1,67,,69,,,,,1,1,2.158862896,41.40672066
02-2013-0891,L'EIXAMPLE,Sant Antoni,CARRER,MUNTANER,1,7,,,,,,,1,1,2.162910139,41.38384194
10-2013-0307,SANT MARTI,Provençals del Poblenou,CARRER,BAC DE RODA,2,100,,108,,,,1,6,C,2.203682695,41.40797378
02-2013-0872,L'EIXAMPLE,el Fort Pienc,CARRER,DIPUTACIO,2,474,,,,,,,2,1,2.182646785,41.40192971
02-2013-0873,L'EIXAMPLE,la Sagrada Família,CARRER,PROVENÇA,1,529,,,,,,,3,2,2.179224016,41.40814512
03-2013-0199,SANTS-MONTJUÏC,Sants,CARRER,ALMERIA,2,30,,,,,,,2,3,2.138517216,41.37280099
10-2013-0236,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDEPENDENCIA,1,283,,285,,,,D,2,2,2.182948599,41.40797425
02-2013-1770,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,CASP,1,19,,,,,,,3,3,2.17051752,41.38935823
03-2013-0561,SANTS-MONTJUÏC,el Poble Sec,CARRER,NOU DE LA RAMBLA,2,154,,,,,,,4,1,2.167106882,41.37227744
02-2013-0953,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,ARAGO,1,207,,,,,,,1,2,2.159779871,41.38853401
02-2013-0964,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,BAILEN,2,8,,,,,,,3,4,2.177562476,41.39180658
02-2013-0965,L'EIXAMPLE,la Dreta de l'Eixample,GRAN VIA,CORTS CATALANES,2,686,,,,,,,EN,3,2.173290383,41.39286326
02-2013-1682,L'EIXAMPLE,la Sagrada Família,CARRER,CORSEGA,1,607,,,,,,,2,1,2.175048928,41.40849401
02-2013-0893,L'EIXAMPLE,Sant Antoni,CARRER,MUNTANER,1,7,,,,,,,1,2A,2.162910139,41.38384194
06-2013-0179,GRACIA,el Camp d'en Grassot i Gràcia Nova,CARRER,SARDENYA,1,385,,,,,,,5,1,2.168911804,41.406586
01-2013-0288,CIUTAT VELLA,el Barri Gòtic,PLAÇA,JOAQUIM XIRAU I PALAU,1,1,,,,,,,4,,2.176917307,41.37853123
01-2013-0291,CIUTAT VELLA,el Raval,CARRER,MONTSERRAT,2,8,,,,,,,EN,1,2.174897644,41.37717679
02-2013-0874,L'EIXAMPLE,la Sagrada Família,CARRER,PROVENÇA,1,529,,,,,,,2,4,2.179224016,41.40814512
06-2013-0177,GRACIA,la Vila de Gràcia,PLAÇA,LESSEPS,2,8,,,,,,,2,1,2.150548269,41.40669984
02-2013-0500,L'EIXAMPLE,la Dreta de l'Eixample,GRAN VIA,CORTS CATALANES,2,638,,,,,,,PR,2,2.169240101,41.38981729
02-2013-0501,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,CORSEGA,1,225,,,,,,,AT,,2.152973882,41.39186562
06-2013-0451,GRACIA,la Vila de Gràcia,TRAVESSERA,GRACIA,2,98,B,,,,,,3,,2.154093728,41.39886245
02-2013-0903,L'EIXAMPLE,la Nova Esquerra de l'Eixample,CARRER,ROSSELLO,1,95,,,,,,,BJ,,2.147765498,41.3862465
01-2013-0666,CIUTAT VELLA,el Raval,CARRER,MARQUES DE BARBERA,2,8,,,,,,,BJ,,2.172439208,41.37865209
06-2013-0204,GRACIA,la Vila de Gràcia,CARRER,RIERA DE SANT MIQUEL,1,49,,,,,,,1,1,2.155550571,41.3983414
06-2013-0205,GRACIA,la Vila de Gràcia,CARRER,RIERA DE SANT MIQUEL,1,49,,,,,,,1,2,2.155550571,41.3983414
06-2013-0206,GRACIA,la Vila de Gràcia,CARRER,RIERA DE SANT MIQUEL,1,49,,,,,,,1,3,2.155550571,41.3983414
06-2013-0207,GRACIA,la Vila de Gràcia,CARRER,RIERA DE SANT MIQUEL,1,49,,,,,,,2,1,2.155550571,41.3983414
06-2013-0208,GRACIA,la Vila de Gràcia,CARRER,RIERA DE SANT MIQUEL,1,49,,,,,,,2,2,2.155550571,41.3983414
10-2013-0296,SANT MARTI,el Poblenou,CARRER,RAMON TURRO,1,209,,,,,,,4,4,2.203766016,41.40071203
02-2013-1477,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,ARAGO,2,382,,,,,,,EN,1,2.172813315,41.39793484
02-2013-1509,L'EIXAMPLE,la Nova Esquerra de l'Eixample,CARRER,VILAMARI,1,67,,,,,,,EN,2,2.147746439,41.37994262
02-2013-1676,L'EIXAMPLE,la Nova Esquerra de l'Eixample,CARRER,ARAGO,1,39,,,,,,,2,4,2.147957004,41.37956968
02-2013-1677,L'EIXAMPLE,la Nova Esquerra de l'Eixample,CARRER,ARAGO,1,39,,,,,,,3,2,2.147957004,41.37956968
02-2013-1678,L'EIXAMPLE,la Nova Esquerra de l'Eixample,CARRER,ARAGO,1,39,,,,,,,2,3,2.147957004,41.37956968
02-2013-1679,L'EIXAMPLE,la Nova Esquerra de l'Eixample,CARRER,ARAGO,1,39,,,,,,,4,3,2.147957004,41.37956968
02-2013-1680,L'EIXAMPLE,la Nova Esquerra de l'Eixample,CARRER,ROCAFORT,2,102,,,,,,,6,2,2.152263055,41.38021891
02-2013-0923,L'EIXAMPLE,la Sagrada Família,CARRER,MALLORCA,2,470,,,,,,,1,2,2.178726075,41.40583345
02-2013-1786,L'EIXAMPLE,la Dreta de l'Eixample,AVINGUDA,DIAGONAL,1,305,,,,,,,EN,2,2.173174061,41.39970596
02-2013-1787,L'EIXAMPLE,la Dreta de l'Eixample,AVINGUDA,DIAGONAL,1,305,,,,,,,2,1,2.173174061,41.39970596
05-2013-0177,SARRIA-SANT GERVASI,el Putxet i el Farró,RONDA,GENERAL MITRE,2,238,,,,,,,4,1,2.148726495,41.40580292
05-2013-0178,SARRIA-SANT GERVASI,el Putxet i el Farró,RONDA,GENERAL MITRE,2,238,,,,,,,4,2,2.148726495,41.40580292
01-2013-0264,CIUTAT VELLA,el Barri Gòtic,CARRER,N'ALSINA,1,1,,,,,,,EN,1,2.174505065,41.38168592
02-2013-0699,L'EIXAMPLE,la Dreta de l'Eixample,GRAN VIA,CORTS CATALANES,2,620,,,,,,,1,3B,2.166629356,41.38785596
05-2013-0228,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,CARRER,GANDUXER,2,30,,,,,,,SA,2,2.138439807,41.3937762
05-2013-0229,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,CARRER,CASANOVA,1,211,,,,,,,SA,1,2.147067427,41.39410303
05-2013-0230,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,CARRER,CASANOVA,1,211,,,,,,,2,3,2.147067427,41.39410303
05-2013-0231,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,CARRER,CASANOVA,1,211,,,,,,,2,1,2.147067427,41.39410303
02-2013-0943,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,FONTANELLA,1,11,,,,,,,1,1A,2.172127923,41.3879138
02-2013-0944,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,FONTANELLA,1,11,,,,,,,1,1B,2.172127923,41.3879138
02-2013-0945,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,FONTANELLA,1,11,,,,,,,1,2A,2.172127923,41.3879138
03-2013-0553,SANTS-MONTJUÏC,el Poble Sec,CARRER,NOU DE LA RAMBLA,2,154,,,,,,,1,2,2.167106882,41.37227744
03-2013-0554,SANTS-MONTJUÏC,el Poble Sec,CARRER,NOU DE LA RAMBLA,2,154,,,,,,,1,3,2.167106882,41.37227744
03-2013-0555,SANTS-MONTJUÏC,el Poble Sec,CARRER,NOU DE LA RAMBLA,2,154,,,,,,,1,4,2.167106882,41.37227744
03-2013-0556,SANTS-MONTJUÏC,el Poble Sec,CARRER,NOU DE LA RAMBLA,2,154,,,,,,,2,1,2.167106882,41.37227744
03-2013-0557,SANTS-MONTJUÏC,el Poble Sec,CARRER,NOU DE LA RAMBLA,2,154,,,,,,,2,3,2.167106882,41.37227744
03-2013-0559,SANTS-MONTJUÏC,el Poble Sec,CARRER,NOU DE LA RAMBLA,2,154,,,,,,,2,4,2.167106882,41.37227744
03-2013-0560,SANTS-MONTJUÏC,el Poble Sec,CARRER,NOU DE LA RAMBLA,2,154,,,,,,,3,1,2.167106882,41.37227744
06-2013-0452,GRACIA,el Camp d'en Grassot i Gràcia Nova,CARRER,GRASSOT,1,17,,,,,,,2,1,2.168405011,41.40282591
01-2013-0407,CIUTAT VELLA,la Barceloneta,CARRER,SANT MIQUEL,2,104,,106,,,,,3,1,2.189425077,41.37681291
02-2013-0966,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,VALENCIA,2,248,,,,,,,4,2,2.161391582,41.39111205
02-2013-1765,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,ARAGO,1,207,,,,,,,PR,2,2.159779871,41.38853401
06-2013-0189,GRACIA,la Vila de Gràcia,CARRER,PEREZ GALDOS,2,32,,,,,,,PR,2,2.151445455,41.40619222
02-2013-0572,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,CORSEGA,2,394,,,,,,,AT,4,2.163792758,41.39975347
02-2013-0573,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,CORSEGA,2,394,,,,,,,2,1,2.163792758,41.39975347
02-2013-0747,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,ARIBAU,2,56,,,,,,,5,1,2.15943734,41.38845231
02-2013-0946,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,FONTANELLA,1,11,,,,,,,1,2B,2.172127923,41.3879138
01-2013-0663,CIUTAT VELLA,Sant Pere Santa Caterina i la Ribera,CARRER,CANVIS VELLS,1,7,,,,,,,1,,2.182166956,41.38300633
02-2013-1785,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,DIPUTACIO,1,307,,,,,,,4,1,2.170167639,41.39288628
10-2013-0208,SANT MARTI,el Poblenou,PASSATGE,PIQUER,2,2,,6,,,,,BJ,1,2.206978739,41.40264635
02-2013-0488,L'EIXAMPLE,la Sagrada Família,CARRER,SARDENYA,1,319,,,,,,,3,1,2.172481082,41.4038945
02-2013-0518,L'EIXAMPLE,la Sagrada Família,CARRER,SARDENYA,2,342,,,,,,,1,4,2.171873746,41.40462888
02-2013-1730,L'EIXAMPLE,la Nova Esquerra de l'Eixample,CARRER,ROCAFORT,2,102,,,,,,,4,2,2.152263055,41.38021891
02-2013-1803,L'EIXAMPLE,la Sagrada Família,CARRER,SARDENYA,2,366,,,,,,,1,1,2.170473145,41.40569462
03-2013-0097,SANTS-MONTJUÏC,Hostafrancs,CARRER,CONSELL DE CENT,1,49,B,,,,,,3,1,2.145739378,41.37666568
10-2013-0340,SANT MARTI,el Clot,CARRER,MALLORCA,2,662,,,,,,E,3,2,2.189853521,41.41418338
02-2013-0735,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,PASSATGE,VALERI SERRA,1,19,,,,,,,EN,1,2.159580159,41.38556874
02-2013-0736,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,PASSATGE,VALERI SERRA,1,19,,,,,,,1,1,2.159580159,41.38556874
01-2013-0147,CIUTAT VELLA,el Raval,CARRER,JOAQUIN COSTA,2,28,,,,,,,EN,1,2.166287713,41.38213529
02-2013-0429,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,NAPOLS,1,229,,,,,,,2,3,2.172624373,41.40036877
02-2013-0632,L'EIXAMPLE,la Sagrada Família,CARRER,VALENCIA,1,437,,,,,,,5,,2.176224582,41.40253375
03-2013-0227,SANTS-MONTJUÏC,Sants,CARRER,PUIGGARI,1,15,,17,,,,,4,3,2.138348038,41.38016807
02-2013-0667,L'EIXAMPLE,la Dreta de l'Eixample,RONDA,UNIVERSITAT,1,35,,,,,,,4,2,2.167640517,41.38720437
02-2013-0674,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,BRUC,2,174,,,,,,,SA,,2.163379987,41.39909262
02-2013-0675,L'EIXAMPLE,la Sagrada Família,CARRER,ENAMORATS,1,27,,,,,,,2,1,2.180298992,41.40292084
05-2013-0241,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,VIA,AUGUSTA,1,17,,19,,,,,5,3,2.15456556,41.39692846
01-2013-0289,CIUTAT VELLA,el Raval,CARRER,SANTA MONICA,2,2,,,,,,,1,3,2.17525843,41.37740361
02-2013-0849,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,MUNTANER,1,83,,,,,,,2,3,2.157491694,41.38793684
02-2013-0850,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,ARAGO,1,231,B,,,,,,3,1,2.162138965,41.39030543
02-2013-0851,L'EIXAMPLE,el Fort Pienc,CARRER,MARINA,2,142,,,,,,,2,1,2.183541557,41.39769395
02-2013-0852,L'EIXAMPLE,la Nova Esquerra de l'Eixample,CARRER,COMTE BORRELL,2,178,B,,,,,,4,4,2.153688865,41.38426381
02-2013-0565,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,PROVENÇA,2,360,,,,,,,1,2A,2.168034906,41.39953238
02-2013-0567,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,PROVENÇA,2,360,,,,,,,1,2B,2.168034906,41.39953238
02-2013-0568,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,PROVENÇA,2,360,,,,,,,2,2A,2.168034906,41.39953238
02-2013-0569,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,PROVENÇA,2,360,,,,,,,2,2B,2.168034906,41.39953238
01-2013-0292,CIUTAT VELLA,el Raval,CARRER,MONTSERRAT,2,8,,,,,,,EN,2,2.174897644,41.37717679
02-2013-0859,L'EIXAMPLE,la Nova Esquerra de l'Eixample,CARRER,ENTENÇA,1,95,B,,,,,,1,1,2.149847661,41.38006032
02-2013-0928,L'EIXAMPLE,Sant Antoni,CARRER,COMTE BORRELL,2,40,,,,,,,1,1,2.162976186,41.37723839
06-2013-0220,GRACIA,la Vila de Gràcia,CARRER,TORDERA,1,37,,,,,,,1,1,2.16152826,41.40168833
01-2013-0358,CIUTAT VELLA,la Barceloneta,CARRER,BALBOA,2,16,,,,,,,2,1,2.18864592,41.38219493
06-2013-0274,GRACIA,la Vila de Gràcia,CARRER,MONTMANY,1,25,,,,,,,1,4,2.159886011,41.40442051
02-2013-0454,L'EIXAMPLE,la Sagrada Família,AVINGUDA,GAUDI,2,8,,,,,,,2,2,2.174582435,41.40515544
02-2013-0455,L'EIXAMPLE,la Sagrada Família,AVINGUDA,GAUDI,2,8,,,,,,,PR,1,2.174582435,41.40515544
02-2013-0456,L'EIXAMPLE,la Sagrada Família,AVINGUDA,GAUDI,2,8,,,,,,,EN,1,2.174582435,41.40515544
02-2013-0457,L'EIXAMPLE,la Sagrada Família,AVINGUDA,GAUDI,2,8,,,,,,,EN,2B,2.174582435,41.40515544
02-2013-0458,L'EIXAMPLE,la Sagrada Família,AVINGUDA,GAUDI,2,8,,,,,,,4,1B,2.174582435,41.40515544
03-2013-0114,SANTS-MONTJUÏC,Hostafrancs,CARRER,MOIANES,2,50,B,,,,,,4,2,2.142586856,41.37337087
10-2013-0290,SANT MARTI,la Vila Olímpica del Poblenou,CARRER,DOCTOR TRUETA,1,45,,47,,,,,1,1,2.194171743,41.39180459
10-2013-0282,SANT MARTI,el Clot,AVINGUDA,MERIDIANA,1,113,,,,,,,2,,2.186566778,41.4079654
06-2013-0253,GRACIA,la Vila de Gràcia,CARRER,PROVIDENCIA,2,46,,,,,,,BJ,1,2.157001638,41.40661477
05-2013-0313,SARRIA-SANT GERVASI,el Putxet i el Farró,CARRER,BALLESTER,1,21,,23,,,,,2,3,2.14509079,41.40627532
05-2013-0315,SARRIA-SANT GERVASI,el Putxet i el Farró,CARRER,BALLESTER,1,21,,23,,,,,3,2,2.14509079,41.40627532
02-2013-0731,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,BALMES,1,9,,,,,,,5,3,2.165864503,41.38672895
02-2013-0579,L'EIXAMPLE,el Fort Pienc,CARRER,MARINA,2,212,,,,,,,3,1,2.179256852,41.40104486
02-2013-0580,L'EIXAMPLE,el Fort Pienc,CARRER,MARINA,2,212,,,,,,,9,2,2.179256852,41.40104486
02-2013-0581,L'EIXAMPLE,el Fort Pienc,CARRER,MARINA,2,212,,,,,,,7,3,2.179256852,41.40104486
02-2013-0582,L'EIXAMPLE,el Fort Pienc,CARRER,MARINA,2,212,,,,,,,5,2,2.179256852,41.40104486
06-2013-0269,GRACIA,la Vila de Gràcia,CARRER,PROGRES,1,21,,23,,,,,BJ,1,2.160111364,41.40013616
03-2013-0154,SANTS-MONTJUÏC,Sants - Badal,CARRER,SANTS,1,387,,,,,,,7,1,2.124497642,41.37554
03-2013-0155,SANTS-MONTJUÏC,Sants - Badal,CARRER,SANTS,1,387,,,,,,,7,2,2.124497642,41.37554
03-2013-0156,SANTS-MONTJUÏC,Sants - Badal,CARRER,SANTS,1,387,,,,,,,7,3,2.124497642,41.37554
03-2013-0157,SANTS-MONTJUÏC,Sants - Badal,CARRER,SANTS,1,387,,,,,,,7,4,2.124497642,41.37554
03-2013-0158,SANTS-MONTJUÏC,Sants - Badal,CARRER,SANTS,1,387,,,,,,,7,5,2.124497642,41.37554
03-2013-0159,SANTS-MONTJUÏC,Sants - Badal,CARRER,SANTS,1,387,,,,,,,7,6,2.124497642,41.37554
03-2013-0160,SANTS-MONTJUÏC,Sants - Badal,CARRER,SANTS,1,387,,,,,,,7,7,2.124497642,41.37554
03-2013-0162,SANTS-MONTJUÏC,Sants - Badal,CARRER,SANTS,1,387,,,,,,,8,1,2.124497642,41.37554
03-2013-0163,SANTS-MONTJUÏC,Sants - Badal,CARRER,SANTS,1,387,,,,,,,8,2,2.124497642,41.37554
03-2013-0164,SANTS-MONTJUÏC,Sants - Badal,CARRER,SANTS,1,387,,,,,,,8,3,2.124497642,41.37554
03-2013-0165,SANTS-MONTJUÏC,Sants - Badal,CARRER,SANTS,1,387,,,,,,,8,4,2.124497642,41.37554
05-2013-0171,SARRIA-SANT GERVASI,el Putxet i el Farró,RONDA,GENERAL MITRE,2,238,,,,,,,2,3,2.148726495,41.40580292
05-2013-0172,SARRIA-SANT GERVASI,el Putxet i el Farró,RONDA,GENERAL MITRE,2,238,,,,,,,3,1,2.148726495,41.40580292
05-2013-0197,SARRIA-SANT GERVASI,Sant Gervasi - la Bonanova,RONDA,GENERAL MITRE,1,93,,,,,,,EN,1,2.13427334,41.39969374
03-2013-0166,SANTS-MONTJUÏC,Sants - Badal,CARRER,SANTS,1,387,,,,,,,7,8,2.124497642,41.37554
02-2013-0623,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,ARAGO,1,347,,,,,,,6,2,2.17126858,41.39717853
02-2013-0467,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,BALMES,2,8,,,,,,,3,2,2.166962345,41.38619984
02-2013-0440,L'EIXAMPLE,la Sagrada Família,CARRER,PROVENÇA,1,483,,,,,,,6,4,2.176840157,41.40639628
09-2013-0110,SANT ANDREU,la Sagrera,CARRER,MONLAU,1,1,,,,,,,1,,2.190456678,41.42294891
09-2013-0111,SANT ANDREU,la Sagrera,CARRER,MONLAU,1,1,,,,,,,BJ,,2.190456678,41.42294891
09-2013-0112,SANT ANDREU,la Sagrera,CARRER,MONLAU,1,1,,,,,,,2,,2.190456678,41.42294891
09-2013-0113,SANT ANDREU,la Sagrera,CARRER,MONLAU,1,1,,,,,,,3,,2.190456678,41.42294891
09-2013-0115,SANT ANDREU,la Sagrera,CARRER,MONLAU,1,1,,,,,,,4,,2.190456678,41.42294891
02-2013-0404,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,GIRONA,1,111,,,,,,,1,1A,2.168233202,41.39686678
02-2013-0405,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,GIRONA,1,111,,,,,,,1,1B,2.168233202,41.39686678
01-2013-0311,CIUTAT VELLA,el Barri Gòtic,CARRER,COLOM,1,1,,,,,,,2,1,2.174816711,41.37982456
02-2013-0620,L'EIXAMPLE,la Sagrada Família,PLAÇA,SAGRADA FAMILIA,1,17,,,,,,,2,1,2.174174226,41.40241657
02-2013-0768,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,BRUC,1,55,,,,,,,1,2,2.171071069,41.39301723
02-2013-0695,L'EIXAMPLE,la Sagrada Família,CARRER,VALENCIA,1,505,,,,,,,4,2,2.180133373,41.40545799
02-2013-0696,L'EIXAMPLE,el Fort Pienc,GRAN VIA,CORTS CATALANES,1,721,,,,,,,6,D,2.179381884,41.3980907
02-2013-0757,L'EIXAMPLE,la Dreta de l'Eixample,RAMBLA,CATALUNYA,2,42,,,,,,,PR,1A,2.164963405,41.39016883
02-2013-0758,L'EIXAMPLE,la Dreta de l'Eixample,RAMBLA,CATALUNYA,2,42,,,,,,,PR,1B,2.164963405,41.39016883
02-2013-0759,L'EIXAMPLE,la Dreta de l'Eixample,RAMBLA,CATALUNYA,2,42,,,,,,,PR,2A,2.164963405,41.39016883
02-2013-0760,L'EIXAMPLE,la Dreta de l'Eixample,RAMBLA,CATALUNYA,2,42,,,,,,,PR,2B,2.164963405,41.39016883
02-2013-0761,L'EIXAMPLE,la Dreta de l'Eixample,RAMBLA,CATALUNYA,2,42,,,,,,,1,1A,2.164963405,41.39016883
02-2013-0762,L'EIXAMPLE,la Dreta de l'Eixample,RAMBLA,CATALUNYA,2,42,,,,,,,1,1B,2.164963405,41.39016883
02-2013-0763,L'EIXAMPLE,la Dreta de l'Eixample,RAMBLA,CATALUNYA,2,42,,,,,,,1,2A,2.164963405,41.39016883
02-2013-0671,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,ARAGO,1,249,,,,,,,5,3,2.162906864,41.39087804
03-2014-0132,SANTS-MONTJUÏC,el Poble Sec,CARRER,VALLHONRAT,2,18,,,,,,,2,1,2.156994844,41.37418573
02-2013-0600,L'EIXAMPLE,Sant Antoni,CARRER,ENTENÇA,1,33,,,,,,,1,2,2.153841103,41.3770428
02-2013-0602,L'EIXAMPLE,Sant Antoni,CARRER,ENTENÇA,1,33,,,,,,,3,1,2.153841103,41.3770428
05-2013-0167,SARRIA-SANT GERVASI,el Putxet i el Farró,RONDA,GENERAL MITRE,2,238,,,,,,,2,2,2.148726495,41.40580292
03-2013-0184,SANTS-MONTJUÏC,el Poble Sec,CARRER,RADAS,2,38,,40,,,,,AT,2,2.160388921,41.37234119
02-2013-0764,L'EIXAMPLE,la Dreta de l'Eixample,RAMBLA,CATALUNYA,2,42,,,,,,,1,2B,2.164963405,41.39016883
02-2013-0837,L'EIXAMPLE,la Nova Esquerra de l'Eixample,CARRER,PROVENÇA,2,78,,,,,,,1,2,2.147530586,41.38407727
02-2013-0476,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,DIPUTACIO,1,291,,,,,,,PR,2,2.168956781,41.39197835
02-2013-0477,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,DIPUTACIO,1,291,,,,,,,1,2,2.168956781,41.39197835
02-2013-0478,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,DIPUTACIO,1,291,,,,,,,1,3,2.168956781,41.39197835
02-2013-0479,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,DIPUTACIO,1,291,,,,,,,2,2,2.168956781,41.39197835
02-2013-0481,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,DIPUTACIO,1,291,,,,,,,2,3,2.168956781,41.39197835
02-2013-0482,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,DIPUTACIO,1,291,,,,,,,3,3,2.168956781,41.39197835
02-2013-0484,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,DIPUTACIO,1,291,,,,,,,4,2,2.168956781,41.39197835
03-2013-0095,SANTS-MONTJUÏC,el Poble Sec,CARRER,CREU DELS MOLERS,2,22,,,,,,,2,1,2.161517165,41.37347785
02-2013-0833,L'EIXAMPLE,la Nova Esquerra de l'Eixample,CARRER,TARRAGONA,2,106,,,,,,,6,1,2.144101537,41.37956698
02-2013-0496,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,CASP,1,41,,,,,,,3,1A,2.173899649,41.39189731
02-2013-0497,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,CASP,1,41,,,,,,,4,1,2.173899649,41.39189731
03-2013-0274,SANTS-MONTJUÏC,el Poble Sec,CARRER,SALVA,1,59,,,,,,,BJ,,2.165315943,41.37228502
03-2013-0275,SANTS-MONTJUÏC,el Poble Sec,CARRER,CREU DELS MOLERS,1,57,,,,,,,2,2,2.161369725,41.37268446
02-2014-0512,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,PAU CLARIS,1,87,,,,,,,PR,4,2.170506139,41.39002304
03-2013-0093,SANTS-MONTJUÏC,Hostafrancs,CARRER,CONSELL DE CENT,1,49,B,,,,,,5,1,2.145739378,41.37666568
03-2013-0094,SANTS-MONTJUÏC,Hostafrancs,CARRER,CONSELL DE CENT,1,49,B,,,,,,5,2,2.145739378,41.37666568
02-2013-0480,L'EIXAMPLE,la Nova Esquerra de l'Eixample,CARRER,ROCAFORT,2,124,,,,,,,PR,4,2.151074518,41.3811132
02-2013-0483,L'EIXAMPLE,la Nova Esquerra de l'Eixample,CARRER,ROCAFORT,2,124,,,,,,,1,4,2.151074518,41.3811132
02-2013-0485,L'EIXAMPLE,la Nova Esquerra de l'Eixample,CARRER,ROCAFORT,2,124,,,,,,,4,3,2.151074518,41.3811132
06-2013-0202,GRACIA,el Camp d'en Grassot i Gràcia Nova,CARRER,CA L'ALEGRE DE DALT,1,79,,,,,,,BJ,1,2.159565486,41.41072555
02-2013-0797,L'EIXAMPLE,la Dreta de l'Eixample,RAMBLA,CATALUNYA,2,42,,,,,,,3,2B,2.164963405,41.39016883
02-2013-0948,L'EIXAMPLE,la Sagrada Família,CARRER,MARINA,2,240,,,,,,,1,4,2.177152845,41.40256275
10-2013-0226,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,XIFRE,1,11,,,,,,,2,2,2.183752803,41.40859851
03-2013-0231,SANTS-MONTJUÏC,Sants,AVINGUDA,JOSEP TARRADELLAS,1,3,,,,,,,3,2,2.142043857,41.38154956
10-2013-0292,SANT MARTI,Diagonal Mar i el Front Marítim del Poblenou,PASSEIG,GARCIA FARIA,1,73,,,,,,,3,7,2.215323118,41.40496996
06-2013-0297,GRACIA,la Vila de Gràcia,CARRER,SANTA ROSA,1,19,,,,,,,2,1,2.153697845,41.40347296
02-2013-0599,L'EIXAMPLE,Sant Antoni,RONDA,SANT PAU,1,3,,,,,,,2,1,2.167201676,41.37538584
03-2013-0229,SANTS-MONTJUÏC,el Poble Sec,CARRER,ROSER,1,61,,,,,,,AT,,2.166168389,41.37246283
01-2013-0268,CIUTAT VELLA,el Raval,CARRER,TALLERS,2,28,,,,,,,PR,,2.168387192,41.38486399
01-2013-0269,CIUTAT VELLA,el Raval,CARRER,TALLERS,2,28,,,,,,,3,2,2.168387192,41.38486399
01-2013-0270,CIUTAT VELLA,el Raval,CARRER,TALLERS,1,61,,,,,,,EN,1A,2.167450054,41.38483639
01-2013-0271,CIUTAT VELLA,el Raval,CARRER,NOU DE LA RAMBLA,2,40,,,,,,,3,,2.172946636,41.37791118
06-2013-0173,GRACIA,la Vila de Gràcia,CARRER,ESCORIAL,1,11,,13,,,,,PR,2,2.162125563,41.40627339
