N_EXPEDIENT,DISTRICTE,BARRI,TIPUS_CARRER,CARRER,TIPUS_NUM,NUM1,LLETRA1,NUM2,LLETRA2,BLOC,PORTAL,ESCALA,PIS,PORTA,LONGITUD_X,LATITUD_Y
02-2013-0540,L'EIXAMPLE,la Nova Esquerra de l'Eixample,CARRER,PROVENÇA,1,71,,,,,,,EN,3,2.14859863,41.38516376
03-2013-0232,SANTS-MONTJUÏC,Sants - Badal,CARRER,PORTBOU,1,27,,,,,,,AT,2,2.1266465,41.37662677
05-2013-0258,SARRIA-SANT GERVASI,Sant Gervasi - la Bonanova,PASSEIG,BONANOVA,2,54,,,,,,,1,C,2.127586894,41.40348503
02-2013-0825,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,ARAGO,2,288,,,,,,,4,1,2.166876671,41.39346808
02-2013-0865,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,GRAN VIA,CORTS CATALANES,1,539,,,,,,,1,1,2.159657216,41.3833062
01-2013-0223,CIUTAT VELLA,el Raval,CARRER,GUARDIA,2,8,,,,,,,PR,2,2.173761025,41.37791349
01-2013-0224,CIUTAT VELLA,el Raval,CARRER,GUARDIA,2,8,,,,,,,PR,1,2.173761025,41.37791349
01-2013-0225,CIUTAT VELLA,el Raval,CARRER,GUARDIA,2,8,,,,,,,3,1,2.173761025,41.37791349
02-2013-0688,L'EIXAMPLE,la Dreta de l'Eixample,GRAN VIA,CORTS CATALANES,2,598,,,,,,,2,,2.165029796,41.38665902
06-2013-0273,GRACIA,la Vila de Gràcia,CARRER,ESCORIAL,1,11,,,,,,,3,2,2.162125563,41.40627339
10-2013-0378,SANT MARTI,Diagonal Mar i el Front Marítim del Poblenou,PASSEIG,TAULAT,1,223,,,,,,A,5,1,2.210431706,41.40344702
02-2013-0561,L'EIXAMPLE,la Dreta de l'Eixample,GRAN VIA,CORTS CATALANES,2,634,,,,,,,4,2,2.168981079,41.38961875
02-2013-0465,L'EIXAMPLE,la Sagrada Família,CARRER,VALENCIA,2,506,,,,,,,3,2,2.179780982,41.4049202
03-2013-0263,SANTS-MONTJUÏC,el Poble Sec,CARRER,CABANES,2,54,,,,,,,3,,2.169351618,41.3719869
01-2013-0156,CIUTAT VELLA,la Barceloneta,CARRER,SANTA LLUISA DE MARILLAC,2,14,,,,,,,2,4,2.191405129,41.37989041
06-2013-0165,GRACIA,la Vila de Gràcia,CARRER,MOZART,2,20,,,,,,,1,5,2.158153994,41.39948775
01-2013-0217,CIUTAT VELLA,Sant Pere Santa Caterina i la Ribera,CARRER,CORDERS,1,1,,,,,,,2,,2.179398303,41.38530443
01-2013-0218,CIUTAT VELLA,Sant Pere Santa Caterina i la Ribera,CARRER,CORDERS,1,1,,,,,,,1,,2.179398303,41.38530443
01-2013-0219,CIUTAT VELLA,Sant Pere Santa Caterina i la Ribera,CARRER,DAMES,1,1,,,,,,,3,,2.182876264,41.38376392
09-2013-0135,SANT ANDREU,Sant Andreu,CARRER,SANTA MARTA,2,10,,,,,,,BJ,,2.19063122,41.43673942
02-2013-0738,L'EIXAMPLE,la Sagrada Família,CARRER,VALENCIA,1,441,,,,,,,2,2,2.176367269,41.4026408
06-2013-0249,GRACIA,el Camp d'en Grassot i Gràcia Nova,CARRER,CA L'ALEGRE DE DALT,1,79,,,,,,,BJ,5,2.159565486,41.41072555
05-2013-0220,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,CARRER,CALVET,1,17,,,,,,,8,2,2.144077594,41.39411612
05-2013-0221,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,CARRER,CALVET,1,17,,,,,,,8,1,2.144077594,41.39411612
05-2013-0222,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,CARRER,CALVET,1,17,,,,,,,8,3,2.144077594,41.39411612
02-2013-0909,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,ARIBAU,1,47,,,,,,,4,2,2.159800551,41.3879033
09-2013-0154,SANT ANDREU,la Sagrera,CARRER,FELIP II,2,128,,130,,,,,1,1,2.184549963,41.42247634
09-2013-0155,SANT ANDREU,la Sagrera,CARRER,FELIP II,2,128,,130,,,,,4,2,2.184549963,41.42247634
02-2013-0799,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,CORSEGA,1,211,,,,,,,3,1,2.152014644,41.39114476
03-2013-0308,SANTS-MONTJUÏC,Sants - Badal,RIERA,BLANCA,1,119,,,,,,,1,,2.127285745,41.37176717
03-2013-0309,SANTS-MONTJUÏC,Sants - Badal,RIERA,BLANCA,1,119,,,,,,,2,,2.127285745,41.37176717
03-2013-0310,SANTS-MONTJUÏC,Sants - Badal,RIERA,BLANCA,1,119,,,,,,,3,,2.127285745,41.37176717
03-2013-0311,SANTS-MONTJUÏC,Sants - Badal,RIERA,BLANCA,1,119,,,,,,,4,,2.127285745,41.37176717
05-2013-0296,SARRIA-SANT GERVASI,Sant Gervasi - la Bonanova,CARRER,TEODORA LAMADRID,2,52,,60,,,,G,AT,,2.134774939,41.40804737
05-2013-0300,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,CARRER,BALMES,2,246,,,,,,,4,1,2.15016064,41.39957703
05-2013-0301,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,CARRER,ARIBAU,2,304,,,,,,,5,1,2.146307254,41.39885686
10-2013-0217,SANT MARTI,el Poblenou,CARRER,RAMON TURRO,2,264,,,,,,,1,1,2.206998505,41.40282422
02-2013-0589,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,CONSELL DE CENT,1,343,,,,,,,3,2A,2.16500413,41.39070739
02-2013-0590,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,CONSELL DE CENT,1,343,,,,,,,3,2B,2.16500413,41.39070739
02-2013-0661,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,VALENCIA,2,284,,,,,,,1,2B,2.164737776,41.39362952
02-2013-0662,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,VALENCIA,2,284,,,,,,,1,1A,2.164737776,41.39362952
02-2013-0663,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,VALENCIA,2,284,,,,,,,1,2A,2.164737776,41.39362952
02-2013-0664,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,VALENCIA,2,284,,,,,,,3,1B,2.164737776,41.39362952
02-2013-0665,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,VALENCIA,2,284,,,,,,,3,1A,2.164737776,41.39362952
02-2013-0848,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,VALENCIA,1,317,,319,,,,,1,3,2.168213226,41.3965252
03-2013-0209,SANTS-MONTJUÏC,Sants,CARRER,VIOLANT HONGRIA REINA ARAGO,2,60,,62,,,,,8,2,2.129856226,41.37854373
03-2013-0210,SANTS-MONTJUÏC,el Poble Sec,CARRER,ELKANO,2,54,,,,,,,4,1,2.162275784,41.37353338
10-2013-0194,SANT MARTI,el Poblenou,CARRER,JONCAR,1,7,,11,,,,,2,4,2.203293874,41.40029762
09-2013-0163,SANT ANDREU,Navas,CARRER,ESPRONCEDA,1,395,,,,,,,BJ,,2.185175644,41.41985439
02-2013-0550,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,CASP,1,41,,,,,,,2,1A,2.173899649,41.39189731
02-2013-0551,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,CASP,1,41,,,,,,,1,1A,2.173899649,41.39189731
01-2013-0184,CIUTAT VELLA,Sant Pere Santa Caterina i la Ribera,VIA,LAIETANA,2,54,,,,,,,AT,1,2.17467178,41.38727081
06-2013-0244,GRACIA,la Vila de Gràcia,CARRER,IGUALADA,1,19,,,,,,,EN,3,2.162866445,41.40170706
04-2013-0141,LES CORTS,les Corts,CARRER,BERLIN,1,37,,,,,,,3,3,2.137986516,41.38287996
04-2013-0142,LES CORTS,les Corts,TRAVESSERA,CORTS,1,293,,,,,,,1,2,2.13491202,41.38685777
06-2013-0263,GRACIA,la Vila de Gràcia,CARRER,TORRENT DE L'OLLA,1,111,,,,,,,3,2,2.15677192,41.40239119
03-2013-0290,SANTS-MONTJUÏC,el Poble Sec,AVINGUDA,PARAL.LEL,1,99,,,,,,,2,3,2.163421616,41.37479753
05-2013-0218,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,CARRER,LAFORJA,1,101,,,,,,,AT,1,2.143787393,41.3954658
02-2013-0820,L'EIXAMPLE,la Nova Esquerra de l'Eixample,CARRER,COMTE D'URGELL,1,139,,,,,,,5,1,2.152445692,41.38655486
02-2013-0847,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,MALLORCA,1,277,,,,,,,4,4,2.16370963,41.39484208
02-2013-0916,L'EIXAMPLE,la Dreta de l'Eixample,AVINGUDA,DIAGONAL,1,319,A,,,,,,6,2,2.171123282,41.39918791
02-2013-0922,L'EIXAMPLE,el Fort Pienc,CARRER,ROGER DE FLOR,1,89,,,,,,,2,1,2.178337168,41.39434526
02-2013-0679,L'EIXAMPLE,Sant Antoni,CARRER,COMTE BORRELL,1,45,,,,,,,PR,,2.162643243,41.37721334
02-2013-0680,L'EIXAMPLE,Sant Antoni,CARRER,COMTE BORRELL,1,45,,,,,,,1,1,2.162643243,41.37721334
02-2013-0681,L'EIXAMPLE,Sant Antoni,CARRER,COMTE BORRELL,1,45,,,,,,,2,1,2.162643243,41.37721334
02-2013-0682,L'EIXAMPLE,Sant Antoni,CARRER,COMTE BORRELL,1,45,,,,,,,3,1,2.162643243,41.37721334
02-2013-0683,L'EIXAMPLE,Sant Antoni,CARRER,TAMARIT,1,187,,,,,,,PR,1,2.162552161,41.37997866
02-2013-0684,L'EIXAMPLE,Sant Antoni,CARRER,TAMARIT,1,187,,,,,,,PR,2,2.162552161,41.37997866
02-2013-0685,L'EIXAMPLE,Sant Antoni,CARRER,TAMARIT,1,187,,,,,,,1,1,2.162552161,41.37997866
02-2013-0686,L'EIXAMPLE,Sant Antoni,CARRER,TAMARIT,1,187,,,,,,,1,2,2.162552161,41.37997866
03-2013-0177,SANTS-MONTJUÏC,Hostafrancs,CARRER,CREU COBERTA,1,57,,,,,,,2,4,2.146161498,41.37509064
01-2013-0235,CIUTAT VELLA,Sant Pere Santa Caterina i la Ribera,CARRER,TROMPETES,2,4,,,,,,,1,,2.181973971,41.3826535
03-2013-0296,SANTS-MONTJUÏC,Hostafrancs,CARRER,BEJAR,1,53,,,,,,,EN,2,2.145066818,41.37735142
02-2013-0471,L'EIXAMPLE,Sant Antoni,CARRER,VILLARROEL,1,41,,,,,,,AT,,2.160540969,41.38221748
02-2013-0473,L'EIXAMPLE,Sant Antoni,CARRER,VILLARROEL,1,41,,,,,,,2,2,2.160540969,41.38221748
02-2013-0687,L'EIXAMPLE,Sant Antoni,CARRER,TAMARIT,1,187,,,,,,,2,1,2.162552161,41.37997866
02-2013-0689,L'EIXAMPLE,Sant Antoni,CARRER,TAMARIT,1,187,,,,,,,2,2,2.162552161,41.37997866
02-2013-0690,L'EIXAMPLE,Sant Antoni,CARRER,TAMARIT,1,187,,,,,,,3,1,2.162552161,41.37997866
02-2013-0692,L'EIXAMPLE,Sant Antoni,CARRER,TAMARIT,1,187,,,,,,,3,2,2.162552161,41.37997866
02-2013-0706,L'EIXAMPLE,Sant Antoni,AVINGUDA,MISTRAL,2,54,,,,,,,2,2,2.15414968,41.37611082
02-2013-0914,L'EIXAMPLE,Sant Antoni,CARRER,MARQUES DE CAMPO SAGRADO,2,28,,,,,,,1,2,2.165156839,41.37648917
07-2013-0135,HORTA-GUINARDÓ,el Baix Guinardó,TRAVESSERA,GRACIA,2,318,,,,,,B,1,1,2.168611796,41.40797375
10-2013-0232,SANT MARTI,Diagonal Mar i el Front Marítim del Poblenou,CARRER,PUJADES,2,362,,,,,,,10,3,2.209455962,41.40803666
03-2013-0192,SANTS-MONTJUÏC,el Poble Sec,CARRER,SALVA,1,23,,,,,,,2,2,2.16615255,41.37363567
02-2013-0693,L'EIXAMPLE,Sant Antoni,CARRER,TAMARIT,1,187,,,,,,,4,1,2.162552161,41.37997866
02-2013-0694,L'EIXAMPLE,Sant Antoni,CARRER,TAMARIT,1,187,,,,,,,4,2,2.162552161,41.37997866
10-2013-0310,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDUSTRIA,1,211,,,,,,,1,1,2.177121653,41.41174997
01-2013-0327,CIUTAT VELLA,el Raval,CARRER,FLORS,2,16,,,,,,,4,,2.167741821,41.37594217
05-2013-0260,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,CARRER,ARIBAU,2,226,,,,,,I,1,2,2.150536157,41.39517058
02-2013-0425,L'EIXAMPLE,Sant Antoni,CARRER,COMTE BORRELL,1,45,,,,,,,3,2,2.162643243,41.37721334
10-2013-0361,SANT MARTI,Diagonal Mar i el Front Marítim del Poblenou,CARRER,PALLARS,2,378,,388,,,,,15,1,2.209249046,41.40964729
04-2013-0119,LES CORTS,les Corts,CARRER,BORDEUS,1,7,,,,,,,1,A,2.141643047,41.38836096
03-2013-0145,SANTS-MONTJUÏC,Sants - Badal,CARRER,SANTS,1,387,,,,,,,2,1,2.124497642,41.37554
03-2013-0146,SANTS-MONTJUÏC,Sants - Badal,CARRER,SANTS,1,387,,,,,,,6,1,2.124497642,41.37554
03-2013-0147,SANTS-MONTJUÏC,Sants - Badal,CARRER,SANTS,1,387,,,,,,,6,2,2.124497642,41.37554
03-2013-0148,SANTS-MONTJUÏC,Sants - Badal,CARRER,SANTS,1,387,,,,,,,6,3,2.124497642,41.37554
03-2013-0149,SANTS-MONTJUÏC,Sants - Badal,CARRER,SANTS,1,387,,,,,,,6,4,2.124497642,41.37554
03-2013-0150,SANTS-MONTJUÏC,Sants - Badal,CARRER,SANTS,1,387,,,,,,,6,5,2.124497642,41.37554
03-2013-0151,SANTS-MONTJUÏC,Sants - Badal,CARRER,SANTS,1,387,,,,,,,6,6,2.124497642,41.37554
03-2013-0152,SANTS-MONTJUÏC,Sants - Badal,CARRER,SANTS,1,387,,,,,,,6,7,2.124497642,41.37554
02-2013-0584,L'EIXAMPLE,Sant Antoni,CARRER,PARLAMENT,1,35,,,,,,,2,1,2.162735786,41.37672885
02-2013-0452,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,CASP,1,41,,,,,,,AT,2,2.173899649,41.39189731
02-2013-0609,L'EIXAMPLE,la Nova Esquerra de l'Eixample,GRAN VIA,CORTS CATALANES,1,497,,,,,,,1,3,2.156723209,41.38106955
02-2013-0895,L'EIXAMPLE,Sant Antoni,CARRER,PARLAMENT,1,31,,,,,,,4,1,2.162614218,41.37663816
02-2013-0896,L'EIXAMPLE,la Nova Esquerra de l'Eixample,CARRER,DIPUTACIO,2,36,,,,,,,4,1,2.15134204,41.37845366
07-2013-0111,HORTA-GUINARDÓ,el Baix Guinardó,CARRER,CARTAGENA,1,385,,,,,,,2,4,2.169839522,41.41445198
02-2013-0918,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,GIRONA,2,150,,,,,,,4,5,2.166065384,41.39878639
02-2013-0960,L'EIXAMPLE,la Sagrada Família,CARRER,MARINA,2,240,,,,,,,3,6,2.177152845,41.40256275
05-2013-0161,SARRIA-SANT GERVASI,el Putxet i el Farró,RONDA,GENERAL MITRE,2,238,,,,,,,BJ,1,2.148726495,41.40580292
06-2013-0215,GRACIA,la Vila de Gràcia,TRAVESSERA,GRACIA,2,208,,,,,,,4,3,2.161001953,41.4032238
02-2013-0897,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,BALMES,1,69,,,,,,,5,2,2.16116626,41.39027625
06-2013-0283,GRACIA,la Vila de Gràcia,TRAVESSERA,GRACIA,2,190,,,,,,,1,,2.160070497,41.40265398
03-2013-0089,SANTS-MONTJUÏC,Hostafrancs,CARRER,FARELL,1,25,,,,,,,3,2,2.143615008,41.37287344
02-2013-0564,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,VALENCIA,1,225,,,,,,,SA,1,2.161083,41.39115065
02-2013-0789,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,ROGER DE LLURIA,1,125,,,,,,,3,,2.163592745,41.39696429
05-2013-0168,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,VIA,AUGUSTA,1,95,,,,,,,4,1,2.149616791,41.4009469
03-2013-0280,SANTS-MONTJUÏC,Hostafrancs,CARRER,CREU COBERTA,2,36,,,,,,,1,1,2.146811916,41.37528865
02-2013-0832,L'EIXAMPLE,la Sagrada Família,CARRER,PROVENÇA,2,424,,,,,,,4,2,2.17175527,41.4023132
06-2013-0230,GRACIA,la Vila de Gràcia,CARRER,PERLA,1,25,,,,,,,2,1,2.157668405,41.40379984
06-2013-0161,GRACIA,el Camp d'en Grassot i Gràcia Nova,PASSEIG,SANT JOAN,2,144,,,,,,,PR,4,2.166914988,41.40174207
07-2013-0101,HORTA-GUINARDÓ,el Guinardó,AVINGUDA,MARE DEU DE MONTSERRAT,2,192,,,,,,,3,3,2.173274951,41.4201699
07-2013-0118,HORTA-GUINARDÓ,la Teixonera,CARRER,MARE DE DEU DELS ANGELS,1,99,,,,,,,1,1,2.15048827,41.4231926
06-2013-0213,GRACIA,la Vila de Gràcia,CARRER,LLUIS VIVES,2,4,,,,,,,1,1,2.162511273,41.40026641
02-2013-0554,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,BALMES,1,87,,,,,,,EN,1B,2.160012265,41.39115276
02-2013-0555,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,BALMES,1,87,,,,,,,EN,1A,2.160012265,41.39115276
02-2013-0939,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,COMTE D'URGELL,2,172,,,,,,,6,1,2.152469705,41.38694465
06-2013-0266,GRACIA,la Vila de Gràcia,CARRER,FERRER DE BLANES,1,11,,,,,,,2,,2.158784271,41.39873942
06-2013-0270,GRACIA,el Camp d'en Grassot i Gràcia Nova,CARRER,BAILEN,2,222,,,,,,,SA,,2.163413528,41.40250676
03-2013-0289,SANTS-MONTJUÏC,el Poble Sec,CARRER,RICART,2,40,,44,,,,,2,3,2.157329989,41.37260915
10-2013-0218,SANT MARTI,la Vila Olímpica del Poblenou,CARRER,MARINA,2,44,,,,,,,BJ,A,2.191982793,41.39126839
10-2013-0351,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,SANT QUINTI,1,37,,45,,,,A,EN,1,2.178228911,41.41321636
02-2013-0840,L'EIXAMPLE,Sant Antoni,GRAN VIA,CORTS CATALANES,2,506,,510,,,,,1,2,2.157982769,41.38135881
06-2013-0272,GRACIA,el Camp d'en Grassot i Gràcia Nova,CARRER,LEGALITAT,1,53,,,,,,,EN,2,2.161389923,41.40855918
02-2013-0594,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,PROVENÇA,1,131,,133,,,,,2,1,2.152236782,41.38791921
02-2013-0596,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,PROVENÇA,1,131,,133,,,,,AT,2,2.152236782,41.38791921
02-2013-0597,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,PROVENÇA,1,131,,133,,,,,1,4,2.152236782,41.38791921
02-2013-0598,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,PROVENÇA,1,131,,133,,,,,6,4,2.152236782,41.38791921
06-2013-0221,GRACIA,el Coll,CARRER,FONT DEL COLL,1,15,,,,,,,AT,3,2.150391169,41.41962952
02-2013-0659,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,BAILEN,2,8,,,,,,,3,2,2.177562476,41.39180658
06-2013-0149,GRACIA,el Camp d'en Grassot i Gràcia Nova,PASSEIG,AMUNT,2,18,,,,,,,AT,2,2.160016508,41.4100348
02-2013-0445,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,DIPUTACIO,1,291,,,,,,,1,1,2.168956781,41.39197835
02-2013-0446,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,DIPUTACIO,1,291,,,,,,,1,4,2.168956781,41.39197835
02-2013-0447,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,DIPUTACIO,1,291,,,,,,,2,1,2.168956781,41.39197835
02-2013-0448,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,DIPUTACIO,1,291,,,,,,,2,4,2.168956781,41.39197835
02-2013-0449,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,DIPUTACIO,1,291,,,,,,,3,1,2.168956781,41.39197835
02-2013-0450,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,DIPUTACIO,1,291,,,,,,,3,2,2.168956781,41.39197835
02-2013-0451,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,DIPUTACIO,1,291,,,,,,,4,1,2.168956781,41.39197835
02-2013-0409,L'EIXAMPLE,Sant Antoni,CARRER,COMTE BORRELL,1,45,,,,,,,2,2,2.162643243,41.37721334
02-2013-0410,L'EIXAMPLE,Sant Antoni,CARRER,COMTE BORRELL,1,45,,,,,,,EN,2,2.162643243,41.37721334
02-2013-0411,L'EIXAMPLE,Sant Antoni,CARRER,COMTE BORRELL,1,45,,,,,,,1,2,2.162643243,41.37721334
02-2013-0593,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,VALENCIA,2,184,,,,,,,1,1,2.156854091,41.38769376
06-2013-0153,GRACIA,la Vila de Gràcia,CARRER,TORRENT DE L'OLLA,1,49,,,,,,,SA,,2.159407955,41.40021536
06-2013-0154,GRACIA,la Vila de Gràcia,CARRER,TORRENT DE L'OLLA,1,49,,,,,,,AT,,2.159407955,41.40021536
06-2013-0155,GRACIA,la Vila de Gràcia,CARRER,TORRENT DE L'OLLA,1,49,,,,,,,3,,2.159407955,41.40021536
06-2013-0156,GRACIA,la Vila de Gràcia,CARRER,TORRENT DE L'OLLA,1,49,,,,,,,2,2,2.159407955,41.40021536
06-2013-0157,GRACIA,la Vila de Gràcia,CARRER,TORRENT DE L'OLLA,1,49,,,,,,,2,1,2.159407955,41.40021536
06-2013-0158,GRACIA,la Vila de Gràcia,CARRER,TORRENT DE L'OLLA,1,49,,,,,,,1,2,2.159407955,41.40021536
06-2013-0159,GRACIA,la Vila de Gràcia,CARRER,TORRENT DE L'OLLA,1,49,,,,,,,1,1,2.159407955,41.40021536
06-2013-0160,GRACIA,la Vila de Gràcia,CARRER,TORRENT DE L'OLLA,1,49,,,,,,,EN,,2.159407955,41.40021536
02-2013-0791,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,MUNTANER,1,161,,,,,,,1,4,2.152957393,41.39135935
06-2013-0147,GRACIA,el Camp d'en Grassot i Gràcia Nova,PASSATGE,ALIO,2,8,,,,,,,2,,2.166644677,41.4025757
03-2013-0174,SANTS-MONTJUÏC,Hostafrancs,CARRER,BEJAR,1,53,,,,,,,2,1,2.145066818,41.37735142
10-2013-0190,SANT MARTI,el Poblenou,CARRER,LLULL,2,248,,,,,,,BJ,IN,2.205505285,41.40340368
02-2013-0855,L'EIXAMPLE,la Nova Esquerra de l'Eixample,CARRER,ARAGO,1,39,,,,,,,2,2,2.147957004,41.37956968
02-2013-0856,L'EIXAMPLE,la Nova Esquerra de l'Eixample,CARRER,ARAGO,1,39,,,,,,,2,1,2.147957004,41.37956968
02-2013-0857,L'EIXAMPLE,la Nova Esquerra de l'Eixample,CARRER,ARAGO,1,39,,,,,,,4,4,2.147957004,41.37956968
02-2013-0858,L'EIXAMPLE,la Nova Esquerra de l'Eixample,CARRER,ROCAFORT,2,102,,,,,,,PR,3,2.152263055,41.38021891
10-2013-0216,SANT MARTI,el Poblenou,CARRER,TANGER,2,148,,,,,,D,5,1,2.195530143,41.40440687
02-2013-0390,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,BRUC,1,69,,,,,,,3,2,2.169903261,41.39389821
02-2013-0503,L'EIXAMPLE,Sant Antoni,CARRER,COMTE BORRELL,1,65,,,,,,,3,3,2.161611276,41.37799228
02-2013-0505,L'EIXAMPLE,la Sagrada Família,CARRER,VALENCIA,1,465,,,,,,,PR,1,2.177936546,41.4038179
02-2013-0506,L'EIXAMPLE,la Sagrada Família,CARRER,VALENCIA,1,465,,,,,,,PR,2,2.177936546,41.4038179
02-2013-0508,L'EIXAMPLE,la Sagrada Família,CARRER,VALENCIA,1,465,,,,,,,PR,3,2.177936546,41.4038179
02-2013-0509,L'EIXAMPLE,la Sagrada Família,CARRER,VALENCIA,1,465,,,,,,,PR,4,2.177936546,41.4038179
02-2013-0510,L'EIXAMPLE,la Nova Esquerra de l'Eixample,CARRER,ARAGO,2,116,,,,,,,SA,1,2.154520835,41.38423608
06-2013-0235,GRACIA,la Vila de Gràcia,CARRER,RAMON Y CAJAL,2,8,,,,,,,3,1,2.15785484,41.40207026
06-2013-0236,GRACIA,la Vila de Gràcia,CARRER,TORRENT DE L'OLLA,2,28,,,,,,,PR,1,2.160518685,41.39928761
03-2013-0285,SANTS-MONTJUÏC,el Poble Sec,CARRER,PIQUER,1,15,,,,,,,3,3,2.170562598,41.37274951
01-2013-0847,CIUTAT VELLA,Sant Pere Santa Caterina i la Ribera,VIA,LAIETANA,2,46,,,,,,,PR,2,2.1756468,41.386432
02-2013-0504,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,BAILEN,1,77,,,,,,,1,2,2.171563712,41.39605957
02-2013-0507,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,BAILEN,1,77,,,,,,,1,1,2.171563712,41.39605957
10-2013-0174,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,CORSEGA,2,668,,,,,,,4,4,2.179526397,41.41158788
03-2013-0117,SANTS-MONTJUÏC,Sants - Badal,CARRER,SANTS,1,387,,,,,,,2,4,2.124497642,41.37554
03-2013-0118,SANTS-MONTJUÏC,Sants - Badal,CARRER,SANTS,1,387,,,,,,,2,5,2.124497642,41.37554
03-2013-0119,SANTS-MONTJUÏC,Sants - Badal,CARRER,SANTS,1,387,,,,,,,2,6,2.124497642,41.37554
03-2013-0120,SANTS-MONTJUÏC,Sants - Badal,CARRER,SANTS,1,387,,,,,,,2,7,2.124497642,41.37554
03-2013-0121,SANTS-MONTJUÏC,Sants - Badal,CARRER,SANTS,1,387,,,,,,,3,1,2.124497642,41.37554
03-2013-0122,SANTS-MONTJUÏC,Sants - Badal,CARRER,SANTS,1,387,,,,,,,3,2,2.124497642,41.37554
03-2013-0123,SANTS-MONTJUÏC,Sants - Badal,CARRER,SANTS,1,387,,,,,,,3,3,2.124497642,41.37554
03-2013-0124,SANTS-MONTJUÏC,Sants - Badal,CARRER,SANTS,1,387,,,,,,,3,4,2.124497642,41.37554
03-2013-0098,SANTS-MONTJUÏC,Hostafrancs,CARRER,CONSELL DE CENT,1,49,B,,,,,,3,2,2.145739378,41.37666568
02-2013-0678,L'EIXAMPLE,la Dreta de l'Eixample,RONDA,UNIVERSITAT,1,17,,,,,,,2,4,2.166413094,41.38674656
02-2013-0459,L'EIXAMPLE,el Fort Pienc,CARRER,SICILIA,1,173,,,,,,,AT,3,2.176133118,41.399435
10-2013-0319,SANT MARTI,la Vila Olímpica del Poblenou,CARRER,JOAN D'AUSTRIA,1,51,,,,,,A,2,2,2.191925217,41.39255836
02-2013-0515,L'EIXAMPLE,Sant Antoni,CARRER,VILADOMAT,1,3,,,,,,,1,C,2.162654451,41.37550034
02-2013-0677,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,DIPUTACIO,2,154,,,,,,,5,3,2.157795441,41.38330124
10-2013-0321,SANT MARTI,la Vila Olímpica del Poblenou,CARRER,JOAN D'AUSTRIA,1,51,,,,,,A,1,2,2.191925217,41.39255836
10-2013-0322,SANT MARTI,la Vila Olímpica del Poblenou,CARRER,JOAN D'AUSTRIA,1,51,,,,,,A,3,2,2.191925217,41.39255836
