N_EXPEDIENT,CODI_DISTRICTE,NOM_DISTRICTE,CODI_BARRI,NOM_BARRI,TIPUS_CARRER,CARRER,TIPUS_NUM,NUM1,LLETRA1,NUM2,LLETRA2,BLOC,PORTAL,ESCALA,PIS,PORTA
07-2014-0173,07,HORTA-GUINARDÓ,33,el Baix Guinardó,Carrer,ROSALIA DE CASTRO,2,8,,14,,,,,BJ,3
07-2014-0240,07,HORTA-GUINARDÓ,37,el Carmel,Carrer,SANT DALMIR,2,2,,,,,,,BJ,10
07-2014-0241,07,HORTA-GUINARDÓ,37,el Carmel,Carrer,SANT DALMIR,2,2,,,,,,,BJ,11
07-2014-0263,07,HORTA-GUINARDÓ,36,la Font d'en Fargues,Carrer,CAMIL OLIVERAS,2,42,,,,,,,,
07-2014-0315,07,HORTA-GUINARDÓ,35,el Guinardó,Avinguda,MARE DE DEU DE MONTSERRAT,1,137,,,,,,,EN,1
07-2014-0344,07,HORTA-GUINARDÓ,33,el Baix Guinardó,Carrer,CAMELIES,1,99,,,,,,,3,3
07-2014-0361,07,HORTA-GUINARDÓ,34,Can Baró,Carrer,FRANCESC ALEGRE,1,11,,,,,,,BJ,2
07-2014-0366,07,HORTA-GUINARDÓ,35,el Guinardó,Rambla,MUNTANYA,2,8,,,,,,,01,02
07-2024-0020,07,HORTA-GUINARDÓ,34,Can Baró,Carrer,BARO DE SANT LLUIS,2,34,,,,,,,SA,
07-2024-0091,07,HORTA-GUINARDÓ,37,el Carmel,Carrer,CALDERON DE LA BARCA,2,112,,,,,,,BJ,2
08-2012-0029,08,NOU BARRIS,44,Vilapicina i la Torre Llobeta,Carrer,COSTA I CUXART,2,4,,,,,,,BJ,1
08-2012-0166,08,NOU BARRIS,44,Vilapicina i la Torre Llobeta,Carrer,CARTELLA,2,60,,,,,,,3,3
08-2012-0173,08,NOU BARRIS,51,Verdun,Via,JULIA,1,125,,,,,,,AT,3
08-2014-0092,08,NOU BARRIS,49,Canyelles,Carrer,FEDERICO GARCIA LORCA,2,26,,,,,,,02,2
08-2023-0128,08,NOU BARRIS,44,Vilapicina i la Torre Llobeta,Passeig,FABRA I PUIG,1,97,,,,,,,SA,
08-2023-0133,08,NOU BARRIS,44,Vilapicina i la Torre Llobeta,Passeig,FABRA I PUIG,1,97,,,,,,,2,4
09-2012-0094,09,SANT ANDREU,60,Sant Andreu,Carrer,CASTELLBELL,1,19,,23,,,,,BJ,1
09-2013-0270,09,SANT ANDREU,60,Sant Andreu,Carrer,CONCEPCION ARENAL,2,234,,,,,,,01,1
09-2013-0297,09,SANT ANDREU,60,Sant Andreu,Carrer,LANZAROTE,2,10,,,,,,,1,1
09-2013-0325,09,SANT ANDREU,63,Navas,Carrer,SANT ANTONI MARIA CLARET,1,265,,,,,,,4,2
09-2014-0178,09,SANT ANDREU,57,la Trinitat Vella,Carretera,RIBES,2,114,,,,,,,02,1
09-2014-0268,09,SANT ANDREU,63,Navas,Avinguda,MERIDIANA,1,219,,,,,,,06,3
09-2024-0007,09,SANT ANDREU,63,Navas,Carrer,LAS NAVAS DE TOLOSA,1,379,,,,,,,BJ,
10-2008-0378,10,SANT MARTI,71,Provençals del Poblenou,Carrer,BAC DE RODA,2,118,,,,,,,12,3
10-2008-0386,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Carrer,PELLAIRES,1,25,,,,,,,01,B
10-2008-0477,10,SANT MARTI,68,el Poblenou,Carrer,PUJADES,2,228,,,,,,,03,4
10-2008-0594,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,ARAGO,1,565,,,,,,,06,1
10-2008-0625,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,INDEPENDENCIA,1,287,,,,,,,02,1
10-2008-0629,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,INDEPENDENCIA,1,287,,,,,,,02,2
10-2008-0631,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,INDEPENDENCIA,1,287,,,,,,,04,1
10-2008-0650,10,SANT MARTI,67,la Vila Olímpica del Poblenou,Carrer,JOAN D'AUSTRIA,1,51,,,,,,A,03,1
10-2009-0196,10,SANT MARTI,68,el Poblenou,Passatge,AYMA,1,5,,,,,,,01,2
10-2009-0315,10,SANT MARTI,67,la Vila Olímpica del Poblenou,Carrer,ROSA SENSAT,2,16,,,,,,,BJ,
10-2009-0319,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,INDEPENDENCIA,1,297,,299,,,,,01,3
10-2009-0320,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,INDEPENDENCIA,1,297,,299,,,,,01,2
10-2009-0324,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,INDEPENDENCIA,1,297,,299,,,,,03,3
10-2009-0347,10,SANT MARTI,67,la Vila Olímpica del Poblenou,Carrer,SALVADOR ESPRIU,1,75,,,,,,,02,B
10-2009-0360,10,SANT MARTI,68,el Poblenou,Rambla,POBLENOU,1,47,,,,,,,4,1
10-2009-0485,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,PROVENÇA,2,586,,,,,,,01,1
10-2010-0022,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,PROVENÇA,2,556,,,,,,A,BJ,2
10-2010-0028,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Carrer,SELVA DE MAR,2,18,,,,,,,07,4
10-2010-0103,10,SANT MARTI,68,el Poblenou,Rambla,POBLENOU,2,16,,,,,,,02,3
10-2010-0168,10,SANT MARTI,67,la Vila Olímpica del Poblenou,Carrer,RAMON TURRO,1,71,,,,,,,04,2
10-2010-0341,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,FRESER,1,5,,,,,,,06,1
10-2010-0349,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,FRESER,1,5,,,,,,,03,3
10-2010-0355,10,SANT MARTI,68,el Poblenou,Carrer,AMISTAT,2,44,,,,,,,BJ,2
10-2010-0359,10,SANT MARTI,68,el Poblenou,Carrer,AMISTAT,2,44,,,,,,,04,1
10-2010-0360,10,SANT MARTI,68,el Poblenou,Carrer,TAULAT,2,18,,22,,,,,03,2
10-2010-0362,10,SANT MARTI,68,el Poblenou,Carrer,AMISTAT,2,44,,,,,,,03,2
10-2010-0487,10,SANT MARTI,68,el Poblenou,Passeig,CALVELL,1,45,,,,,,A,03,5
10-2010-0599,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Carrer,JOSEP PLA,1,27,,,,,,,01,1
10-2010-0605,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Passeig,GARCIA FARIA,1,77,,,,,,,04,2
10-2011-0203,10,SANT MARTI,68,el Poblenou,Carrer,PUJADES,2,120,,122,,,,,BJ,3
10-2011-0356,10,SANT MARTI,67,la Vila Olímpica del Poblenou,Carrer,JOAN D'AUSTRIA,1,51,,,,,,A,06,2
10-2011-0412,10,SANT MARTI,68,el Poblenou,Carrer,VENERO,2,8,,,,,,,BJ,1
10-2011-0532,10,SANT MARTI,68,el Poblenou,Carrer,FERROCARRIL,1,27,,,,,,,01,2
10-2011-0543,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Carrer,SELVA DE MAR,2,6,,,,,,,04,1
10-2011-0544,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Passeig,TAULAT,1,283,,,,,,,21,3
10-2012-0022,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,INDEPENDENCIA,1,317,,,,,,,3,4
10-2012-0039,10,SANT MARTI,65,el Clot,Carrer,SEQUIA COMTAL,2,10,,12,,,,,1,2
10-2012-0105,10,SANT MARTI,67,la Vila Olímpica del Poblenou,Carrer,MARINA,2,70,,,,,,,4,1
10-2012-0118,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,INDUSTRIA,1,201,,203,,,,,04,4
10-2012-0196,10,SANT MARTI,68,el Poblenou,Carrer,FERROCARRIL,1,27,,,,,,,04,3
10-2012-0199,10,SANT MARTI,68,el Poblenou,Carrer,DOCTOR TRUETA,2,228,,,,,,,03,1
10-2012-0200,10,SANT MARTI,68,el Poblenou,Carrer,DOCTOR TRUETA,2,228,,,,,,,02,1
10-2012-0247,10,SANT MARTI,66,el Parc i la Llacuna del Poblenou,Carrer,ALMOGAVERS,2,54,,,,,,,02,2
10-2012-0274,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,FRESER,2,230,,,,,,,03,2
10-2012-0289,10,SANT MARTI,68,el Poblenou,Carrer,BADAJOZ,2,26,,,,,,,02,1
10-2012-0305,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,MALLORCA,2,616,,,,,,,2,1
10-2012-0340,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,CORSEGA,1,703,,,,,,,EN,1
10-2012-0379,10,SANT MARTI,66,el Parc i la Llacuna del Poblenou,Carrer,SARDENYA,2,80,,,,,,,06,4
10-2012-0416,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,INDEPENDENCIA,1,319,,,,,,,4,
10-2012-0427,10,SANT MARTI,71,Provençals del Poblenou,Carrer,BAC DE RODA,2,100,,,,,,1,15,A
10-2012-0446,10,SANT MARTI,71,Provençals del Poblenou,Carrer,FLUVIA,1,113,,115,,,,B,08,1
10-2012-0457,10,SANT MARTI,67,la Vila Olímpica del Poblenou,Carrer,ANVERS,1,7,,,,,,,,
10-2012-0474,10,SANT MARTI,71,Provençals del Poblenou,Gran Via,CORTS CATALANES,2,984,,,,,,,10,2
10-2012-0520,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Passeig,GARCIA FARIA,1,75,,,,,,A,12,4
10-2012-0524,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Passeig,GARCIA FARIA,1,75,,,,,,A,10,6
10-2012-0542,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,INDEPENDENCIA,1,317,,,,,,,6,1
10-2012-0578,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,BASSOLS,2,32,,,,,,,04,2
10-2012-0589,10,SANT MARTI,65,el Clot,Carrer,MALLORCA,2,674,,,,,,,03,2
10-2012-0646,10,SANT MARTI,65,el Clot,Avinguda,MERIDIANA,1,109,,,,,,,3,2
10-2012-0647,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Passeig,TAULAT,1,229,,,,,,,06,2
10-2012-0680,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,ROSSELLO,1,563,,,,,,,BJ,1
10-2013-0019,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,ROSSELLO,1,563,,,,,,,02,2
10-2013-0070,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Passeig,GARCIA FARIA,1,75,,,,,,A,01,5
10-2013-0078,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Passeig,GARCIA FARIA,1,81,,,,,,E,09,5
10-2013-0092,10,SANT MARTI,68,el Poblenou,Carrer,FERROCARRIL,2,10,,,,,,,01,1
10-2013-0150,10,SANT MARTI,68,el Poblenou,Carrer,FERROCARRIL,1,27,,,,,,1,03,2
10-2013-0164,10,SANT MARTI,68,el Poblenou,Passatge,MAS DE RODA,1,5,,,,,,,11,D
10-2013-0185,10,SANT MARTI,68,el Poblenou,Carrer,VENERO,1,11,,,,,,,BJ,2
10-2013-0204,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,INDEPENDENCIA,2,362,,,,,,,5,1
10-2013-0208,10,SANT MARTI,68,el Poblenou,Passatge,PIQUER,2,2,,6,,,,,BJ,1
10-2013-0226,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,XIFRE,1,11,,,,,,,02,2
10-2013-0300,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Avinguda,DIAGONAL,2,60,,,,,,,01,3
10-2013-0307,10,SANT MARTI,71,Provençals del Poblenou,Carrer,BAC DE RODA,2,100,,108,,,,1,06,C
10-2013-0319,10,SANT MARTI,67,la Vila Olímpica del Poblenou,Carrer,JOAN D'AUSTRIA,1,51,,,,,,A,02,2
10-2013-0340,10,SANT MARTI,65,el Clot,Carrer,MALLORCA,2,662,,,,,,E,03,2
10-2013-0356,10,SANT MARTI,67,la Vila Olímpica del Poblenou,Carrer,RAMON TURRO,1,89,,,,,,,03,1
10-2013-0361,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Carrer,PALLARS,2,378,,388,,,,,15,1
10-2013-0378,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Passeig,TAULAT,1,223,,,,,,A,05,1
10-2013-0384,10,SANT MARTI,68,el Poblenou,Carrer,PUJADES,2,238,,,,,,,BJ,I2
10-2013-0417,10,SANT MARTI,68,el Poblenou,Carrer,PUJADES,2,286,,,,,,,02,1
10-2013-0444,10,SANT MARTI,65,el Clot,Carrer,INDEPENDENCIA,1,257,,259,,,,,01,4
10-2013-0482,10,SANT MARTI,68,el Poblenou,Passeig,CALVELL,1,45,D,,,,,5,01,1
10-2013-0484,10,SANT MARTI,66,el Parc i la Llacuna del Poblenou,Carrer,SARDENYA,1,43,,,,,,,6,3
10-2013-0485,10,SANT MARTI,66,el Parc i la Llacuna del Poblenou,Carrer,PAMPLONA,1,59,,,,,,,PR,3
10-2013-0523,10,SANT MARTI,66,el Parc i la Llacuna del Poblenou,Carrer,BUENAVENTURA MUÑOZ,2,16,,,,,,E,02,2
10-2013-0593,10,SANT MARTI,68,el Poblenou,Carrer,PUJADES,2,120,,122,,,,,02,1
10-2013-0598,10,SANT MARTI,73,la Verneda i la Pau,Rambla,PRIM,2,240,,,,,,,04,2
10-2013-0635,10,SANT MARTI,73,la Verneda i la Pau,Carrer,ANDRADE,1,249,,251,,,,,05,3
10-2013-0645,10,SANT MARTI,68,el Poblenou,Carrer,TAULAT,2,70,,,,,,,01,1
10-2013-0649,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Passeig,TAULAT,1,235,,,,,,,6,1
10-2013-0720,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,MUNTANYA,1,115,,,,,,,03,1
10-2013-0726,10,SANT MARTI,66,el Parc i la Llacuna del Poblenou,Carrer,JOAN D'AUSTRIA,1,99,,,,,,,04,4
10-2013-0800,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,INDUSTRIA,2,276,,,,,,,02,2
10-2013-0867,10,SANT MARTI,67,la Vila Olímpica del Poblenou,Carrer,ROSA SENSAT,1,31,,,,,,,05,3
10-2014-0011,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Carrer,PALLARS,2,378,,388,,,,,BJ,2
10-2014-0021,10,SANT MARTI,68,el Poblenou,Carrer,RAMON TURRO,2,226,,,,,,,06,1
10-2014-0050,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Carrer,JOSEP FERRATER I MORA,1,7,B,,,,,,01,1
10-2014-0061,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Carrer,PELLAIRES,1,25,,,,,,,BJ,B
10-2014-0068,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Avinguda,DIAGONAL,2,60,,,,,,,EN,1
10-2014-0091,10,SANT MARTI,68,el Poblenou,Carrer,LLULL,1,223,,,,,,,03,3
10-2014-0119,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,MALLORCA,1,569,,575,,,,4,02,3
10-2014-0161,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Passeig,TAULAT,1,233,,,,,,,04,
10-2014-0203,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,BESALU,1,59,,,,,,,BJ,
10-2014-0209,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,COLL I VEHI,2,108,,,,,,,03,
10-2014-0217,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Passeig,TAULAT,1,231,,,,,,,04,3
10-2014-0227,10,SANT MARTI,68,el Poblenou,Carrer,PERELLO,2,42,,,,,,,01,2
10-2014-0236,10,SANT MARTI,68,el Poblenou,Carrer,LLACUNA,1,13,,,,,,,03,3
10-2014-0237,10,SANT MARTI,68,el Poblenou,Carrer,LABERINT,1,1,,3,,,,,BJ,1
10-2014-0280,10,SANT MARTI,65,el Clot,Carrer,SEQUIA COMTAL,1,1,,3,,,,,01,3
10-2014-0288,10,SANT MARTI,68,el Poblenou,Carrer,PERE IV,2,126,,,,,,,03,3
10-2014-0290,10,SANT MARTI,68,el Poblenou,Carrer,LOPE DE VEGA,2,10,,12,,,,D,04,6
10-2014-0316,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Passeig,TAULAT,1,233,,,,,,F,05,2
10-2014-0336,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Passeig,TAULAT,1,233,,,,,,F,04,1
10-2014-0348,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Carrer,JOSEP PLA,1,27,,29,,,,,11,2
10-2014-0380,10,SANT MARTI,68,el Poblenou,Carrer,LOPE DE VEGA,1,97,,,,,,,01,1
10-2014-0403,10,SANT MARTI,66,el Parc i la Llacuna del Poblenou,Carrer,PERE IV,1,83,,,,,,,PR,4
10-2014-0411,10,SANT MARTI,68,el Poblenou,Carrer,FERROCARRIL,1,27,,,,,,,2,4
10-2014-0423,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,INDUSTRIA,1,207,,,,,,,03,2
10-2014-0428,10,SANT MARTI,68,el Poblenou,Rambla,POBLENOU,2,16,,,,,,,01,5
10-2014-0430,10,SANT MARTI,66,el Parc i la Llacuna del Poblenou,Carrer,PERE IV,1,83,,,,,,,01,3
10-2014-0441,10,SANT MARTI,66,el Parc i la Llacuna del Poblenou,Carrer,PERE IV,2,44,,46,,,,,02,1
10-2014-0444,10,SANT MARTI,66,el Parc i la Llacuna del Poblenou,Carrer,PERE IV,2,44,,46,,,,,04,5
10-2014-0465,10,SANT MARTI,66,el Parc i la Llacuna del Poblenou,Carrer,PERE IV,2,44,,46,,,,,1,3
10-2014-0483,10,SANT MARTI,68,el Poblenou,Carrer,MARIA AGUILO,1,81,,,,,,,04,2
10-2014-0490,10,SANT MARTI,68,el Poblenou,Rambla,POBLENOU,2,16,,,,,,,03,2
10-2014-0491,10,SANT MARTI,68,el Poblenou,Rambla,POBLENOU,2,16,,,,,,,03,4
10-2014-0493,10,SANT MARTI,68,el Poblenou,Rambla,POBLENOU,2,20,,,,,,,02,2
10-2014-0496,10,SANT MARTI,68,el Poblenou,Passeig,CALVELL,1,45,,,,,,C,04,1
10-2014-0503,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,INDUSTRIA,1,207,,,,,,,05,1
10-2014-0516,10,SANT MARTI,68,el Poblenou,Rambla,POBLENOU,2,20,,,,,,,1,2
10-2014-0521,10,SANT MARTI,68,el Poblenou,Passeig,CALVELL,1,45,,,,,,D,03,1
10-2014-0531,10,SANT MARTI,68,el Poblenou,Passeig,CALVELL,1,45,,,,,,D,6,3
10-2014-0534,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,INDUSTRIA,1,213,,,,,,,04,2
10-2014-0536,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,INDUSTRIA,1,213,,,,,,,4,3
10-2014-0537,10,SANT MARTI,68,el Poblenou,Passeig,CALVELL,1,45,,,,,,B,1,1
10-2014-0543,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,INDUSTRIA,1,213,,,,,,,05,2
10-2014-0554,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,INDUSTRIA,1,213,,,,,,,6,4
10-2014-0556,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,INDUSTRIA,1,213,,,,,,,7,1
10-2014-0558,10,SANT MARTI,68,el Poblenou,Passeig,CALVELL,1,45,,,,,,C,3,2
10-2014-0559,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,INDUSTRIA,1,213,,,,,,,08,1
10-2014-0573,10,SANT MARTI,68,el Poblenou,Passeig,CALVELL,1,45,,,,,,A,04,4
10-2014-0578,10,SANT MARTI,68,el Poblenou,Passeig,CALVELL,1,45,,,,,,A,5,2
10-2014-0654,10,SANT MARTI,67,la Vila Olímpica del Poblenou,Carrer,DOCTOR TRUETA,1,19,,,,,,,05,2
10-2014-0669,10,SANT MARTI,66,el Parc i la Llacuna del Poblenou,Carrer,SARDENYA,1,65,,,,,,,EN,2
10-2014-0728,10,SANT MARTI,68,el Poblenou,Carrer,LOPE DE VEGA,2,150,,,,,,,BJ,6
10-2014-0733,10,SANT MARTI,70,el Besòs i el Maresme,Carrer,LLULL,1,465,,,,,,,01,4
10-2014-0800,10,SANT MARTI,73,la Verneda i la Pau,Carrer,CA N'OLIVA,1,43,,47,,,,,11,1
10-2014-0911,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,DOS DE MAIG,2,314,,,,,,,05,1
10-2014-0915,10,SANT MARTI,72,Sant Martí de Provençals,Carrer,FLUVIA,2,276,,,,,,,01,2
10-2016-0179,10,SANT MARTI,71,Provençals del Poblenou,Carrer,AGRICULTURA,1,141,,,,,,,2,2
10-2016-0404,10,SANT MARTI,68,el Poblenou,Carrer,FERNANDO POO,1,29,,,,,,,BJ,
10-2016-0418,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,PROVENÇA,1,563,,,,,,,PR,1
10-2022-0350,10,SANT MARTI,71,Provençals del Poblenou,Carrer,BAC DE RODA,2,170,,,,,,,7,1
10-2023-0037,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,ROGENT,1,37,,,,,,,EN,
10-2023-0278,10,SANT MARTI,65,el Clot,Avinguda,MERIDIANA,1,113,,,,,,,5,
10-2023-0450,10,SANT MARTI,68,el Poblenou,Carrer,BILBAO,1,3,,,,,,,1,1
10-2023-0455,10,SANT MARTI,68,el Poblenou,Carrer,BILBAO,1,3,,,,,,,BJ,D
10-2023-0482,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,COLL I VEHI,2,16,,,,,,,2,1
10-2023-0484,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,COLL I VEHI,2,16,,,,,,,3,1
10-2024-0015,10,SANT MARTI,68,el Poblenou,Carrer,ROC BORONAT,1,57,,,,,,,BJ,1
10-2024-0083,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,INDEPENDENCIA,1,379,,,,,,,2,1
01-2011-0201,01,CIUTAT VELLA,01,el Raval,Carrer,NOU DE LA RAMBLA,1,15,,,,,,,05,1
01-2011-0202,01,CIUTAT VELLA,01,el Raval,Carrer,NOU DE LA RAMBLA,1,15,,,,,,,05,2
01-2011-0254,01,CIUTAT VELLA,03,la Barceloneta,Carrer,SANT MIQUEL,1,61,,,,,,,BJ,
01-2011-0256,01,CIUTAT VELLA,03,la Barceloneta,Carrer,SANT MIQUEL,1,61,,,,,,,2,
01-2011-0546,01,CIUTAT VELLA,01,el Raval,Carrer,JOAQUIN COSTA,1,53,,,,,,,AT,
01-2012-0186,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,FERRAN,1,7,,,,,,,01,2
01-2012-0210,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,COMTAL,1,33,,,,,,,PR,1
01-2012-0214,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,COMTAL,1,33,,,,,,,02,2
01-2012-0443,01,CIUTAT VELLA,01,el Raval,Carrer,SANT PAU,1,29,,,,,,,PR,
01-2012-0465,01,CIUTAT VELLA,01,el Raval,Carrer,NOU DE LA RAMBLA,2,6,,,,,,,01,1
01-2012-0522,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,BOT,1,11,,,,,,,03,2
01-2012-0649,01,CIUTAT VELLA,01,el Raval,Carrer,NOU DE LA RAMBLA,2,10,,,,,,,EN,1B
01-2012-0650,01,CIUTAT VELLA,01,el Raval,Carrer,NOU DE LA RAMBLA,2,10,,,,,,,01,1A
01-2012-0652,01,CIUTAT VELLA,01,el Raval,Carrer,NOU DE LA RAMBLA,2,10,,,,,,,02,1B
01-2012-0655,01,CIUTAT VELLA,01,el Raval,Carrer,NOU DE LA RAMBLA,2,10,,,,,,,03,1B
01-2012-0666,01,CIUTAT VELLA,01,el Raval,Carrer,RAMBLA,1,73,,,,,,,02,2
01-2012-0670,01,CIUTAT VELLA,02,el Barri Gòtic,Passatge,DORMITORI DE SANT FRANCESC,2,2,,,,,,,02,2
01-2012-0691,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,DURAN I BAS,1,7,,,,,,,4,2
01-2013-0010,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,VIDRE,1,7,,,,,,,1,4
01-2013-0056,01,CIUTAT VELLA,03,la Barceloneta,Carrer,GRAU I TORRAS,1,17,,,,,,,5,
01-2013-0064,01,CIUTAT VELLA,04,Sant Pere, Santa Caterina i la Ribera,Carrer,FLASSADERS,1,31,,,,,,,1,1
01-2013-0082,01,CIUTAT VELLA,02,el Barri Gòtic,Passatge,RELLOTGE,2,2,,,,,,,02,1
01-2013-0137,01,CIUTAT VELLA,02,el Barri Gòtic,Passeig,COLOM,1,5,,,,,,,01,2
01-2013-0149,01,CIUTAT VELLA,01,el Raval,Carrer,JOAQUIN COSTA,2,28,,,,,,,2,1
01-2013-0151,01,CIUTAT VELLA,01,el Raval,Carrer,JOAQUIN COSTA,2,28,,,,,,,3,1
01-2013-0220,01,CIUTAT VELLA,04,Sant Pere, Santa Caterina i la Ribera,Carrer,DAMES,1,1,,,,,,,2,
01-2013-0222,01,CIUTAT VELLA,01,el Raval,Carrer,GUARDIA,2,8,,,,,,,1,1
01-2013-0224,01,CIUTAT VELLA,01,el Raval,Carrer,GUARDIA,2,8,,,,,,,PR,1
01-2013-0243,01,CIUTAT VELLA,04,Sant Pere, Santa Caterina i la Ribera,Carrer,ARGENTERIA,2,6,,,,,,,EN,1
01-2013-0264,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,ALSINA,1,1,,,,,,,EN,1
01-2013-0270,01,CIUTAT VELLA,01,el Raval,Carrer,TALLERS,1,61,,,,,,,EN,1A
01-2013-0368,01,CIUTAT VELLA,04,Sant Pere, Santa Caterina i la Ribera,Carrer,SANT PERE MITJA,1,33,,,,,,,04,2
01-2013-0396,01,CIUTAT VELLA,03,la Barceloneta,Carrer,MEER,2,34,,,,,,,BJ,
01-2013-0407,01,CIUTAT VELLA,03,la Barceloneta,Carrer,SANT MIQUEL,2,104,,106,,,,,03,1
01-2013-0427,01,CIUTAT VELLA,01,el Raval,Carrer,CARME,2,10,,,,,,,1,1
01-2013-0431,01,CIUTAT VELLA,01,el Raval,Carrer,CARME,2,10,,,,,,,1,4
01-2013-0433,01,CIUTAT VELLA,01,el Raval,Carrer,CARME,2,10,,,,,,,2,2
01-2013-0436,01,CIUTAT VELLA,01,el Raval,Carrer,CARME,2,10,,,,,,,3,1
01-2013-0626,01,CIUTAT VELLA,01,el Raval,Carrer,UNIO,1,21,,,,,,,05,
01-2013-0648,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,ESCUDELLERS,2,36,,,,,,,03,
01-2013-0711,01,CIUTAT VELLA,04,Sant Pere, Santa Caterina i la Ribera,Carrer,REC,2,34,,,,,,,05,
01-2013-0755,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,HEURES,2,4,,10,,,,D,04,1
01-2013-0770,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,BEAT SIMO,1,3,,,,,,,2,
