N_EXPEDIENT,CODI_DISTRICTE,NOM_DISTRICTE,CODI_BARRI,NOM_BARRI,TIPUS_CARRER,CARRER,TIPUS_NUM,NUM1,LLETRA1,NUM2,LLETRA2,BLOC,PORTAL,ESCALA,PIS,PORTA
05-2014-0156,05,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Carrer,VALLIRANA,1,29,,31,,,,,1,B
05-2014-0199,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,BALMES,1,183,,,,,,,6,2
05-2014-0200,05,SARRIA-SANT GERVASI,23,Sarrià,Carrer,BONAPLATA,2,20,,,,,,,01,1
05-2014-0202,05,SARRIA-SANT GERVASI,23,Sarrià,Carrer,BONAPLATA,2,20,,,,,,,02,1
05-2014-0209,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,ARIBAU,2,226,,,,,,,4,D
05-2014-0214,05,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Carrer,BERTRAN,2,4,,,,,,,02,
05-2014-0231,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,SANTALO,1,43,,,,,,,PR,3
05-2014-0237,05,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Carrer,BALMES,2,346,,,,,,,02,1
05-2014-0239,05,SARRIA-SANT GERVASI,22,Vallvidrera, el Tibidabo i les Planes,Carrer,MONT D'ORSA,1,7,,,,,,,03,1
05-2014-0240,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,MADRAZO,1,49,,,,,,,EN,
05-2014-0252,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,ARIBAU,1,237,,241,,,,,03,4
05-2014-0258,05,SARRIA-SANT GERVASI,25,Sant Gervasi - la Bonanova,Passeig,BONANOVA,2,10,,,,,,A,2,2
05-2014-0372,05,SARRIA-SANT GERVASI,23,Sarrià,Carrer,MARE DE DEU DE NURIA,2,24,,26,,,,B,01,C
05-2016-0308,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,ARIBAU,2,228,,,,,,D,PR,1
05-2016-0329,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,ARIBAU,2,226,,,,,,,BJ,E
05-2016-0360,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,ARIBAU,2,228,,,,,,D,1,2
05-2016-0362,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,ARIBAU,2,228,,,,,,E,1,2
05-2019-0442,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,SANT EUSEBI,2,38,,,,,,,1,4
05-2020-0072,05,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Ronda,GENERAL MITRE,1,203,B,,,,,,6,1
05-2022-0331,05,SARRIA-SANT GERVASI,25,Sant Gervasi - la Bonanova,Carrer,CASTANYER,1,5,,,,,,,1,04
05-2023-0003,05,SARRIA-SANT GERVASI,25,Sant Gervasi - la Bonanova,Carrer,MUNTANER,2,496,,,,,,,5,2
05-2023-0091,05,SARRIA-SANT GERVASI,25,Sant Gervasi - la Bonanova,Carrer,CASTANYER,1,5,,,,,,,4,2
05-2023-0100,05,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Carrer,PUTXET,2,26,,,,,,,2,1
05-2023-0103,05,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Carrer,PUTXET,2,26,,,,,,,3,2
05-2023-0104,05,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Carrer,PUTXET,2,26,,,,,,,4,1
05-2023-0107,05,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Carrer,PUTXET,2,26,,,,,,,5,2
05-2023-0109,05,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Carrer,PUTXET,2,26,,,,,,,6,2
05-2023-0110,05,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Carrer,PUTXET,2,26,,,,,,,AT,1
05-2023-0112,05,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Carrer,PUTXET,2,26,,,,,,,SA,2
05-2023-0113,05,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Carrer,PUTXET,2,26,,,,,,,SA,1
05-2023-0312,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,BALMES,1,327,,329,,,,,1,3
05-2023-0321,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,BALMES,1,327,,329,,,,,3,3
05-2023-0328,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,BALMES,1,327,,329,,,,,5,1
05-2023-0331,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,BALMES,1,327,,329,,,,,5,3
05-2023-0337,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,BALMES,1,327,,329,,,,,6,4
05-2023-0342,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,BALMES,1,327,,329,,,,,SA,1
05-2023-0394,05,SARRIA-SANT GERVASI,25,Sant Gervasi - la Bonanova,Carrer,MUNTANER,2,496,,,,,,,4,1
05-2023-0414,05,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Avinguda,REPUBLICA ARGENTINA,1,5,,7,,,D,,BJ,3
05-2023-0430,05,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Avinguda,REPUBLICA ARGENTINA,1,5,,7,,,,,3,4
05-2023-0433,05,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Avinguda,REPUBLICA ARGENTINA,1,5,,7,,,,,4,1
05-2023-0438,05,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Avinguda,REPUBLICA ARGENTINA,1,5,,7,,,,,4,6
05-2024-0133,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,MUNTANER,1,283,,,,,,,1,2
05-2024-0165,05,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Ronda,GENERAL MITRE,2,240,,,,,,,3,2
06-2008-0163,06,GRACIA,31,la Vila de Gràcia,Carrer,FRANCISCO GINER,2,50,,,,,,,01,
06-2008-0209,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,INDUSTRIA,2,16,,,,,,,04,2
06-2008-0234,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,VENTALLO,2,48,,,,,,,01,4
06-2008-0236,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,VENTALLO,2,48,,,,,,,03,1
06-2008-0294,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,SARDENYA,1,359,,,,,,,02,3
06-2008-0432,06,GRACIA,31,la Vila de Gràcia,Travessera,GRACIA,1,133,,,,,,,01,1
06-2008-0433,06,GRACIA,31,la Vila de Gràcia,Travessera,GRACIA,1,133,,,,,,,01,2
06-2008-0437,06,GRACIA,31,la Vila de Gràcia,Travessera,GRACIA,1,133,,,,,,,03,2
06-2009-0062,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,VENTALLO,2,12,,,,,,,1,
06-2009-0230,06,GRACIA,31,la Vila de Gràcia,Carrer,TORRENT DE L'OLLA,2,24,,,,,,,01,1
06-2009-0335,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Passatge,NOGUES,1,5,,,,,,,EN,1
06-2009-0398,06,GRACIA,31,la Vila de Gràcia,Carrer,TORRENT DE L'OLLA,1,161,,,,,,,02,1
06-2010-0139,06,GRACIA,31,la Vila de Gràcia,Carrer,SANT PERE MARTIR,1,39,,,,,,,04,1
06-2010-0164,06,GRACIA,31,la Vila de Gràcia,Passeig,GRACIA,2,128,,,,,,,01,1
06-2010-0165,06,GRACIA,31,la Vila de Gràcia,Passeig,GRACIA,2,128,,,,,,,01,2
06-2010-0167,06,GRACIA,31,la Vila de Gràcia,Passeig,GRACIA,2,128,,,,,,,02,1
06-2010-0169,06,GRACIA,31,la Vila de Gràcia,Passeig,GRACIA,2,128,,,,,,,02,3
06-2010-0216,06,GRACIA,31,la Vila de Gràcia,Carrer,TOPAZI,1,15,,,,,,,BJ,
06-2010-0225,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,GRASSOT,2,4,,,,,,,03,2
06-2010-0243,06,GRACIA,31,la Vila de Gràcia,Carrer,MARTINEZ DE LA ROSA,1,11,,,,,,,02,3
06-2010-0327,06,GRACIA,31,la Vila de Gràcia,Carrer,SANTA TECLA,1,3,,,,,,,04,2
06-2010-0379,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Passeig,SANT JOAN,2,168,,,,,,,02,1
06-2010-0380,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,INDUSTRIA,2,24,,,,,,,AT,1
06-2010-0424,06,GRACIA,31,la Vila de Gràcia,Carrer,BANYOLES,1,9,,,,,,,AT,1
06-2010-0491,06,GRACIA,31,la Vila de Gràcia,Passeig,GRACIA,1,113,,,,,,,02,A
06-2010-0520,06,GRACIA,31,la Vila de Gràcia,Carrer,SANTA TECLA,1,3,,,,,,,04,3
06-2010-0536,06,GRACIA,31,la Vila de Gràcia,Carrer,SANTA TECLA,1,3,,,,,,,02,1
06-2010-0541,06,GRACIA,31,la Vila de Gràcia,Carrer,MOZART,1,7,,,,,,,02,3
06-2011-0037,06,GRACIA,31,la Vila de Gràcia,Plaça,REVOLUCIO DE SETEMBRE 1868,2,12,,,,,,,01,1
06-2012-0110,06,GRACIA,31,la Vila de Gràcia,Carrer,GRAN DE GRACIA,1,205,,,,,,,04,2
06-2012-0141,06,GRACIA,28,Vallcarca i els Penitents,Carrer,BARO DE LA BARRE,2,44,,,,,,,01,2
06-2012-0208,06,GRACIA,31,la Vila de Gràcia,Travessera,GRACIA,2,136,,,,,,,01,1
06-2012-0219,06,GRACIA,31,la Vila de Gràcia,Carrer,SANT AGUSTI,2,12,,,,,,,01,2
06-2012-0279,06,GRACIA,31,la Vila de Gràcia,Carrer,SANT SALVADOR,2,20,,,,,,,BJ,1
06-2012-0281,06,GRACIA,31,la Vila de Gràcia,Carrer,SANT SALVADOR,2,20,,,,,,,BJ,3
06-2012-0318,06,GRACIA,31,la Vila de Gràcia,Carrer,RAMON Y CAJAL,1,69,,71,,,,,01,4
06-2012-0321,06,GRACIA,31,la Vila de Gràcia,Carrer,BRUNIQUER,1,59,,,,,,,AT,3
06-2012-0328,06,GRACIA,30,la Salut,Carrer,SARDENYA,1,555,,,,,,,06,2
06-2012-0348,06,GRACIA,31,la Vila de Gràcia,Carrer,LLIBERTAT,1,15,,,,,,,3,1
06-2012-0356,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,HIPOLIT LAZARO,1,19,,,,,,E,03,3
06-2012-0366,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Travessera,GRACIA,1,343,,,,,,,BJ,
06-2012-0367,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Travessera,GRACIA,1,343,,,,,,,1,1
06-2012-0370,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Travessera,GRACIA,1,343,,,,,,,2,2
06-2012-0381,06,GRACIA,31,la Vila de Gràcia,Carrer,RIERA DE SANT MIQUEL,2,64,,,,,,,02,2
06-2012-0395,06,GRACIA,31,la Vila de Gràcia,Carrer,PERILL,2,50,,,,,,,AT,
06-2012-0400,06,GRACIA,31,la Vila de Gràcia,Via,AUGUSTA,2,40,,,,,,,01,2
06-2012-0407,06,GRACIA,31,la Vila de Gràcia,Carrer,BRUNIQUER,2,46,,,,,,,04,2
06-2012-0444,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Passatge,ALIO,2,12,,,,,,,02,2
06-2012-0448,06,GRACIA,31,la Vila de Gràcia,Carrer,TORRENT DE L'OLLA,1,193,,195,,,,,05,2
06-2012-0451,06,GRACIA,31,la Vila de Gràcia,Carrer,VILAFRANCA,2,32,,,,,,,BJ,3
06-2012-0454,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,PAU ALSINA,1,57,,,,,,,3,2
06-2012-0456,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,PAU ALSINA,1,57,,,,,,,4,2
06-2012-0457,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,PAU ALSINA,1,57,,,,,,,04,3
06-2012-0479,06,GRACIA,31,la Vila de Gràcia,Carrer,SANTA PERPETUA,1,13,,,,,,,02,2
06-2012-0487,06,GRACIA,31,la Vila de Gràcia,Carrer,MONTMANY,1,27,,,,,,,2,3
06-2012-0501,06,GRACIA,30,la Salut,Carrer,CA L'ALEGRE DE DALT,2,112,,,,,,,01,3
06-2012-0504,06,GRACIA,30,la Salut,Carrer,CA L'ALEGRE DE DALT,2,112,,,,,,,01,6
06-2012-0519,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,SANT ANTONI MARIA CLARET,1,3,,,,,,,01,3
06-2012-0573,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,SANT ANTONI MARIA CLARET,1,3,,,,,,,01,1
06-2012-0588,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,ENCARNACIO,2,142,,,,,,,01,2
06-2012-0589,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,ENCARNACIO,2,142,,,,,,,02,1
06-2012-0600,06,GRACIA,31,la Vila de Gràcia,Carrer,SANT DOMENEC,1,5,,,,,,,01,2
06-2012-0604,06,GRACIA,31,la Vila de Gràcia,Carrer,SANT DOMENEC,1,5,,,,,,,02,1
06-2012-0613,06,GRACIA,31,la Vila de Gràcia,Carrer,SAMSO,2,2,,,,,,,01,4
06-2012-0623,06,GRACIA,31,la Vila de Gràcia,Carrer,AULESTIA I PIJOAN,1,25,,,,,,,01,
06-2012-0625,06,GRACIA,31,la Vila de Gràcia,Carrer,MARTINEZ DE LA ROSA,2,40,,,,,,,PR,1
06-2012-0639,06,GRACIA,31,la Vila de Gràcia,Carrer,MILA I FONTANALS,2,88,,,,,,,02,
06-2013-0025,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,SARDENYA,1,333,,,,,,,06,4
06-2013-0041,06,GRACIA,31,la Vila de Gràcia,Carrer,JESUS,2,18,,,,,,,PR,2
06-2013-0061,06,GRACIA,31,la Vila de Gràcia,Via,AUGUSTA,2,58,,,,,,,04,2
06-2013-0087,06,GRACIA,30,la Salut,Passatge,SANT JOSEP DE LA MUNTANYA,1,13,,,,,,,01,1
06-2013-0095,06,GRACIA,28,Vallcarca i els Penitents,Carrer,RIERA DE VALLCARCA,1,17,,,,,,,02,2
06-2013-0102,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,VENTALLO,1,35,,,,,,,PR,2
06-2013-0117,06,GRACIA,31,la Vila de Gràcia,Carrer,SANT AGUSTI,2,8,,,,,,,01,2
06-2013-0152,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,SICILIA,2,376,,,,,,,AT,1
06-2013-0174,06,GRACIA,31,la Vila de Gràcia,Carrer,PERILL,2,52,,,,,,I,1,1
06-2013-0236,06,GRACIA,31,la Vila de Gràcia,Carrer,TORRENT DE L'OLLA,2,28,,,,,,,PR,1
06-2013-0237,06,GRACIA,31,la Vila de Gràcia,Passeig,GRACIA,1,117,,,,,,,04,2
06-2013-0251,06,GRACIA,31,la Vila de Gràcia,Carrer,PEREZ GALDOS,2,32,,,,,,,03,1
06-2013-0283,06,GRACIA,31,la Vila de Gràcia,Travessera,GRACIA,2,190,,,,,,,01,
06-2013-0301,06,GRACIA,31,la Vila de Gràcia,Carrer,TORRENT D'EN VIDALET,2,64,,,,,,,BJ,
06-2013-0312,06,GRACIA,31,la Vila de Gràcia,Carrer,MASSENS,1,23,,,,,,,BJ,
06-2013-0314,06,GRACIA,31,la Vila de Gràcia,Carrer,MASSENS,1,23,,,,,,,01,2
06-2013-0346,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Passatge,NOGUES,1,61,,,,,,,01,
06-2013-0385,06,GRACIA,31,la Vila de Gràcia,Carrer,JOAN BLANQUES,1,67,,69,,,,,EN,3
06-2013-0391,06,GRACIA,31,la Vila de Gràcia,Carrer,JOAN BLANQUES,1,67,,69,,,,,02,3
06-2013-0410,06,GRACIA,31,la Vila de Gràcia,Carrer,MILA I FONTANALS,1,55,,,,,,,PR,1
06-2013-0420,06,GRACIA,31,la Vila de Gràcia,Carrer,MILA I FONTANALS,1,55,,,,,,,05,
06-2013-0429,06,GRACIA,31,la Vila de Gràcia,Travessera,DALT,2,10,,,,,,,AT,1
06-2013-0451,06,GRACIA,31,la Vila de Gràcia,Travessera,GRACIA,2,98,B,,,,,,03,
06-2013-0456,06,GRACIA,31,la Vila de Gràcia,Carrer,ASTURIES,2,70,,,,,,,BJ,1
06-2013-0469,06,GRACIA,31,la Vila de Gràcia,Carrer,REIG I BONET,1,9,,,,,,,04,2
06-2013-0475,06,GRACIA,31,la Vila de Gràcia,Passeig,GRACIA,2,126,,,,,,,5,
06-2013-0500,06,GRACIA,31,la Vila de Gràcia,Carrer,SAMSO,2,4,,,,,,,01,1
06-2013-0543,06,GRACIA,31,la Vila de Gràcia,Carrer,MOZART,1,5,,,,,,,03,2
06-2013-0547,06,GRACIA,31,la Vila de Gràcia,Carrer,SANT PERE MARTIR,2,20,,,,,,,02,2
06-2013-0557,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,ROGER DE FLOR,1,253,,,,,,,AT,2
06-2013-0575,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,VENTALLO,2,48,,,,,,,01,3
06-2013-0647,06,GRACIA,31,la Vila de Gràcia,Carrer,TORRENT DE L'OLLA,2,196,,,,,,,05,3
06-2013-0681,06,GRACIA,31,la Vila de Gràcia,Carrer,BONAVISTA,2,6,,,,,,I,02,1
06-2013-0682,06,GRACIA,31,la Vila de Gràcia,Carrer,PERILL,1,33,,,,,,,03,4
06-2013-0743,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,CORSEGA,1,507,,509,,,,A,SA,3
06-2014-0015,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,SICILIA,2,348,,,,,,,01,1
06-2014-0016,06,GRACIA,31,la Vila de Gràcia,Carrer,LLIBERTAT,2,38,,,,,,,01,3
06-2014-0037,06,GRACIA,31,la Vila de Gràcia,Carrer,VIC,1,11,,,,,,,03,1
06-2014-0039,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,PAU ALSINA,2,42,,46,,,,,EN,3
06-2014-0047,06,GRACIA,28,Vallcarca i els Penitents,Carrer,MARE DE DEU DEL COLL,2,82,,,,,,,03,1
06-2014-0057,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,CORSEGA,1,523,,,,,,,04,1
06-2014-0059,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,CORSEGA,1,523,,,,,,,03,1
06-2014-0079,06,GRACIA,28,Vallcarca i els Penitents,Baixada,GLORIA,2,6,,8,,,,A,02,3
06-2014-0145,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Passeig,SANT JOAN,1,171,,,,,,,05,4
06-2014-0174,06,GRACIA,31,la Vila de Gràcia,Carrer,TORRIJOS,1,17,,,,,,,04,1
06-2014-0181,06,GRACIA,31,la Vila de Gràcia,Carrer,MARTI,1,79,,83,,,,,AT,2
06-2014-0214,06,GRACIA,31,la Vila de Gràcia,Carrer,CORSEGA,1,367,,,,,,,05,2
06-2014-0223,06,GRACIA,31,la Vila de Gràcia,Carrer,SANTA MAGDALENA,1,13,,,,,,,1,1
06-2014-0233,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,ROSSELLO,1,371,,,,,,,AT,2
06-2014-0238,06,GRACIA,31,la Vila de Gràcia,Avinguda,DIAGONAL,2,478,,,,,,,03,1
06-2014-0257,06,GRACIA,31,la Vila de Gràcia,Carrer,CIUDAD REAL,2,22,,,,,,,02,
06-2014-0259,06,GRACIA,31,la Vila de Gràcia,Carrer,GRACIA,1,1,,,,,,,01,2
06-2014-0265,06,GRACIA,30,la Salut,Avinguda,COLL DEL PORTELL,1,57,,,,,,,02,1
06-2014-0270,06,GRACIA,30,la Salut,Avinguda,COLL DEL PORTELL,1,57,,,,,,,EN,2
06-2014-0275,06,GRACIA,31,la Vila de Gràcia,Carrer,SANT GABRIEL,1,15,,,,,,,01,1
06-2014-0282,06,GRACIA,31,la Vila de Gràcia,Carrer,VENUS,1,13,,,,,,,BJ,
06-2014-0298,06,GRACIA,28,Vallcarca i els Penitents,Avinguda,REPUBLICA ARGENTINA,2,36,,,,,,,02,1
06-2014-0314,06,GRACIA,31,la Vila de Gràcia,Carrer,ABDO TERRADAS,1,15,,17,,,,,BJ,B
06-2014-0319,06,GRACIA,31,la Vila de Gràcia,Carrer,GRAN DE GRACIA,2,132,,,,,,,PR,
06-2014-0323,06,GRACIA,31,la Vila de Gràcia,Carrer,MARE DEU DELS DESEMPARATS,1,23,,,,,,,01,2
06-2014-0327,06,GRACIA,31,la Vila de Gràcia,Carrer,MARE DEU DELS DESEMPARATS,1,23,,,,,,,03,2
06-2014-0332,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,PARE LAINEZ,1,29,,,,,,,04,
06-2014-0333,06,GRACIA,31,la Vila de Gràcia,Carrer,SANT SALVADOR,1,131,,,,,,,BJ,1
06-2014-0334,06,GRACIA,31,la Vila de Gràcia,Carrer,OR,2,34,,,,,,,PR,
06-2014-0335,06,GRACIA,31,la Vila de Gràcia,Carrer,MINERVA,1,11,,,,,,,02,1
06-2014-0350,06,GRACIA,31,la Vila de Gràcia,Carrer,ASTURIES,1,87,,,,,,,03,1
06-2014-0382,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,ROSSELLO,1,415,B,,,,,,02,2
06-2014-0396,06,GRACIA,31,la Vila de Gràcia,Carrer,BENET MERCADE,2,26,,,,,,,04,B
06-2014-0408,06,GRACIA,31,la Vila de Gràcia,Carrer,MOZART,2,22,,,,,,,02,1
06-2014-0423,06,GRACIA,31,la Vila de Gràcia,Carrer,GRAN DE GRACIA,2,96,,,,,,,02,4
06-2014-0483,06,GRACIA,29,el Coll,Carrer,PAU FERRAN,1,27,,,,,,,01,2
06-2014-0505,06,GRACIA,31,la Vila de Gràcia,Carrer,PERE SERAFI,1,15,,,,,,,01,1
06-2014-0506,06,GRACIA,31,la Vila de Gràcia,Carrer,LLIBERTAT,1,5,B,,,,,,1,1
06-2014-0530,06,GRACIA,31,la Vila de Gràcia,Carrer,CIUDAD REAL,2,26,,,,,,,01,2
06-2014-0535,06,GRACIA,31,la Vila de Gràcia,Carrer,MOZART,2,20,,22,,,,,02,1
06-2014-0537,06,GRACIA,31,la Vila de Gràcia,Carrer,MOZART,2,20,,,,,,,EN,2
06-2014-0540,06,GRACIA,31,la Vila de Gràcia,Carrer,TORRENT DE LES FLORS,1,29,,33,,,,,AT,2
06-2014-0550,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Passeig,SANT JOAN,1,199,,,,,,,03,1
06-2014-0551,06,GRACIA,31,la Vila de Gràcia,Carrer,RIERA DE SANT MIQUEL,1,15,,,,,,,BJ,2
06-2014-0555,06,GRACIA,31,la Vila de Gràcia,Carrer,RIERA DE SANT MIQUEL,1,15,,,,,,,2,3
06-2014-0617,06,GRACIA,31,la Vila de Gràcia,Carrer,SANT DOMENEC,1,9,,,,,,,02,2
06-2014-0725,06,GRACIA,28,Vallcarca i els Penitents,Carrer,SANT EUDALD,2,4,,,,,,,02,
06-2014-0732,06,GRACIA,29,el Coll,Carrer,PAU FERRAN,1,1,,,,,,,02,3
06-2023-0101,06,GRACIA,31,la Vila de Gràcia,Carrer,SANTA TECLA,1,7,,,,,,,3,2
06-2023-0189,06,GRACIA,31,la Vila de Gràcia,Carrer,DOCTOR RIZAL,2,20,,,,,,,2,4
06-2023-0191,06,GRACIA,31,la Vila de Gràcia,Carrer,SANT PERE MARTIR,2,4,,,,,,,1,1
06-2023-0214,06,GRACIA,31,la Vila de Gràcia,Travessera,GRACIA,2,164,,,,,,,2,1
06-2023-0225,06,GRACIA,31,la Vila de Gràcia,Passeig,GRACIA,2,126,,,,,,,3,
06-2023-0253,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,VENTALLO,2,48,,,,,,,2,3
06-2023-0265,06,GRACIA,31,la Vila de Gràcia,Carrer,ASTURIES,1,87,,,,,,,BJ,1
06-2023-0266,06,GRACIA,31,la Vila de Gràcia,Carrer,ASTURIES,1,87,,,,,,,3,2
06-2023-0365,06,GRACIA,31,la Vila de Gràcia,Carrer,RIERA DE SANT MIQUEL,2,74,,,,,,,3,1
06-2024-0129,06,GRACIA,31,la Vila de Gràcia,Carrer,LLIBERTAT,1,5,B,,,,,,5,1
06-2024-0156,06,GRACIA,31,la Vila de Gràcia,Carrer,CAMPRODON,1,27,,,,,,,1,3
07-2008-0184,07,HORTA-GUINARDÓ,33,el Baix Guinardó,Carrer,MARINA,2,366,,,,,,,3,1
07-2008-0220,07,HORTA-GUINARDÓ,33,el Baix Guinardó,Travessera,GRACIA,2,372,,,,,,,EN,02
07-2008-0227,07,HORTA-GUINARDÓ,35,el Guinardó,Passatge,GIRA-SOL,1,5,,,,,,,3,4
07-2008-0285,07,HORTA-GUINARDÓ,33,el Baix Guinardó,Travessera,GRACIA,1,441,,,,,,,4,3
07-2009-0028,07,HORTA-GUINARDÓ,33,el Baix Guinardó,Carrer,MARINA,2,366,,,,,,,4,1
07-2009-0080,07,HORTA-GUINARDÓ,33,el Baix Guinardó,Carrer,PADILLA,1,359,,,,,,,BJ,2
07-2009-0181,07,HORTA-GUINARDÓ,33,el Baix Guinardó,Travessera,GRACIA,1,441,,443,,,,,PR,1
07-2012-0130,07,HORTA-GUINARDÓ,37,el Carmel,Carrer,CALDERON DE LA BARCA,2,112,,114,,,,,2,2
07-2012-0205,07,HORTA-GUINARDÓ,35,el Guinardó,Carrer,TELEGRAF,1,19,,21,,,,,2,3
07-2012-0206,07,HORTA-GUINARDÓ,35,el Guinardó,Carrer,TELEGRAF,1,19,,21,,,,,2,4
07-2012-0259,07,HORTA-GUINARDÓ,33,el Baix Guinardó,Travessera,GRACIA,1,441,,,,,,,3,2
07-2013-0023,07,HORTA-GUINARDÓ,33,el Baix Guinardó,Travessera,GRACIA,1,449,,451,,,,,BJ,2
07-2013-0051,07,HORTA-GUINARDÓ,33,el Baix Guinardó,Ronda,GUINARDO,2,58,,,,,,,AT,1
07-2013-0135,07,HORTA-GUINARDÓ,33,el Baix Guinardó,Travessera,GRACIA,2,318,,,,,,B,1,1
07-2013-0160,07,HORTA-GUINARDÓ,33,el Baix Guinardó,Carrer,LEPANT,1,365,,,,,,,7,1
07-2013-0213,07,HORTA-GUINARDÓ,33,el Baix Guinardó,Carrer,SARDENYA,2,528,,,,,,,1,1
07-2013-0232,07,HORTA-GUINARDÓ,33,el Baix Guinardó,Carrer,BERGNES DE LAS CASAS,2,22,,,,,,,1,1
07-2013-0265,07,HORTA-GUINARDÓ,34,Can Baró,Avinguda,MARE DE DEU DE MONTSERRAT,1,81,,,,,,,2,2
07-2014-0091,07,HORTA-GUINARDÓ,35,el Guinardó,Passatge,FLAUGIER,2,12,,,,,,,1,1
07-2014-0120,07,HORTA-GUINARDÓ,34,Can Baró,Avinguda,CAN BARO,1,3,,,,,,,1,4
07-2014-0149,07,HORTA-GUINARDÓ,33,el Baix Guinardó,Carrer,CARTAGENA,1,339,,,,,,,PR,02
