CODI_EIXOS,M_CODI_EIXOS,BCN1,BCN2,BCN3,NOM,CARRCADAST,DOORNUM,CBARRI,NBARRI,CDISTRI,NDISTRIC,RCNUMBER,DATAINICI,ULTIMA_VISITA,X,Y,X_ED50,Y_ED50
ofic,serv,SERVEIS,SERVEIS,ALTRES,Areusa,"AV ROMA",142,08,"l Antiga Esquerra de l Eixample",02,Eixample,9521102DF2892B,2013-12-05,05/12/2013,429485,4582092,"429485,5","4582092,2"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV ROMA",142,08,"l Antiga Esquerra de l Eixample",02,Eixample,9521102DF2892B,2013-12-05,05/12/2013,429485,4582092,"429485,5","4582092,2"
ofic,serv,SERVEIS,SERVEIS,ALTRES,"Uniónhipotecaria Assesors Financers","AV ROMA",142,08,"l Antiga Esquerra de l Eixample",02,Eixample,9521102DF2892B,2011-11-08,05/12/2013,429473,4582102,"429473,3","4582102,2"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV ROMA",143,08,"l Antiga Esquerra de l Eixample",02,Eixample,9522805DF2892B,2011-11-08,05/12/2013,429571,4582216,"429571,1","4582216,6"
llar,llar,"COMERÇ AL DETALL","PARAMENT DE LA LLAR","MOBLES I ARTICLES FUSTA I METALL","Arka Armaris S.A","AV ROMA",148,08,"l Antiga Esquerra de l Eixample",02,Eixample,9521101DF2892B,2011-11-08,05/12/2013,429494,4582114,"429494,4","4582114,4"
past,quot,"COMERÇ AL DETALL","QUOTIDIÀ ALIMENTARI","PA, PASTISSERIA I LÀCTICS","Mamma Italia Dolce Passione Gelateria","AV ROMA",149,08,"l Antiga Esquerra de l Eixample",02,Eixample,9522804DF2892B,2011-11-08,05/12/2013,429591,4582227,"429591,1","4582227,7"
bar,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Marina Bar","AV ROMA",151,08,"l Antiga Esquerra de l Eixample",02,Eixample,9622315DF2892D,2011-11-08,05/12/2013,429623,4582245,"429623,3","4582245,5"
pelu,serv,SERVEIS,SERVEIS,ALTRES,"Carlos Perruquer Home Dona","AV ROMA",151,08,"l Antiga Esquerra de l Eixample",02,Eixample,9622315DF2892D,2011-11-08,05/12/2013,429627,4582247,"429627,7","4582247,7"
bar,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Dana Menjar Siri Bar","AV ROMA",151,08,"l Antiga Esquerra de l Eixample",02,Eixample,9622315DF2892D,2011-11-08,05/12/2013,429632,4582250,"429632,2",4582250
info,altr,"COMERÇ AL DETALL","OCI I CULTURA",INFORMÀTICA,"Sant Jordi Solucions Informàtiques","AV ROMA",152,08,"l Antiga Esquerra de l Eixample",02,Eixample,9521101DF2892B,2011-11-08,05/12/2013,429516,4582127,"429516,6","4582127,7"
cafe,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Roma Cafeteria","AV ROMA",152,08,"l Antiga Esquerra de l Eixample",02,Eixample,9521101DF2892B,2011-11-08,05/12/2013,429511,4582124,"429511,1","4582124,4"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV ROMA",152,08,"l Antiga Esquerra de l Eixample",02,Eixample,9521101DF2892B,2011-11-08,05/12/2013,429505,4582120,"429505,5",4582120
bar,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Mami Bar","AV ROMA",152,08,"l Antiga Esquerra de l Eixample",02,Eixample,9521101DF2892B,2011-11-08,05/12/2013,429499,4582117,"429499,9","4582117,7"
erot,altr,"COMERÇ AL DETALL",ALTRES,ALTRES,"ErotiXX Adult Store","AV ROMA",153,08,"l Antiga Esquerra de l Eixample",02,Eixample,9622314DF2892D,2011-11-08,05/12/2013,429638,4582253,"429638,8","4582253,3"
cafe,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Tres Encinas Cafeteria","AV ROMA",153,08,"l Antiga Esquerra de l Eixample",02,Eixample,9622314DF2892D,2011-11-08,05/12/2013,429647,4582258,"429647,7","4582258,8"
elect,llar,"COMERÇ AL DETALL","PARAMENT DE LA LLAR","APARELLS DOMÈSTICS","Lowe Bose Televisors","AV ROMA",155,08,"l Antiga Esquerra de l Eixample",02,Eixample,9622313DF2892D,2011-11-08,05/12/2013,429653,4582262,"429653,3","4582262,2"
bar,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Stage Light","AV ROMA",155,08,"l Antiga Esquerra de l Eixample",02,Eixample,9622313DF2892D,2013-12-05,05/12/2013,429649,4582274,"429649,9","4582274,4"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV ROMA",157,08,"l Antiga Esquerra de l Eixample",02,Eixample,9622312DF2892D,2011-11-08,05/12/2013,429670,4582271,429670,"4582271,1"
conc,tran,"COMERÇ AL DETALL",AUTOMOCIÓ,VEHICLES,"Control94 Concesionari BMW Motos","AV ROMA",159,08,"l Antiga Esquerra de l Eixample",02,Eixample,9622311DF2892D,2011-11-08,05/12/2013,429683,4582278,"429683,3","4582278,8"
banca,serv,SERVEIS,SERVEIS,"FINANCES I ASSEGURANCES","Banc Sabadell","AV ROMA","2 4",15,Hostafrancs,03,Sants-Montjuïc,8414201DF2881C,2011-11-08,05/12/2013,428404,4581488,"428404,4","4581488,8"
hote,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Torre Catalunya Hotel ****","AV ROMA","2 4",15,Hostafrancs,03,Sants-Montjuïc,8414201DF2881C,2011-11-08,05/12/2013,428390,4581482,428390,"4581482,2"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV SANT RAMON NONAT",4,20,"la Maternitat i Sant Ramon",04,"Les Corts",6210514DF2861A,2014-03-26,26/03/2014,426288638779021,458110467695615,"426288,863","4581104,467"
arranj,serv,SERVEIS,SERVEIS,"MANTENIMENT, NETEJA I PRODUCCIÓ","Arreglo Roba","AV SANT RAMON NONAT",7,20,"la Maternitat i Sant Ramon",04,"Les Corts",6111733DF2861A,2014-03-26,26/03/2014,426221168610891,458114027638742,"426221,116","4581140,027"
educp,serv,SERVEIS,SERVEIS,ENSENYAMENT,"Les Corts Language Centre","AV SANT RAMON NONAT",7,20,"la Maternitat i Sant Ramon",04,"Les Corts",6111733DF2861A,2014-03-26,26/03/2014,426221168610891,458114027638742,"426221,116","4581140,027"
viat,serv,SERVEIS,SERVEIS,ALTRES,"Exodus Travel","AV SANT RAMON NONAT",8,20,"la Maternitat i Sant Ramon",04,"Les Corts",6210515DF2861A,2014-03-26,26/03/2014,426288908687597,458111663693952,"426288,89","4581116,663"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV SANT RAMON NONAT",8,20,"la Maternitat i Sant Ramon",04,"Les Corts",6210515DF2861A,2014-03-26,26/03/2014,426288908687597,458111663693952,"426288,89","4581116,663"
cafe,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)",Xile,"AV SANT RAMON NONAT",10,20,"la Maternitat i Sant Ramon",04,"Les Corts",6210516DF2861A,2014-03-26,26/03/2014,426288368635608,458112357692457,"426288,836","4581123,357"
banca,serv,SERVEIS,SERVEIS,"FINANCES I ASSEGURANCES","La Caixa","AV SANT RAMON NONAT",11,20,"la Maternitat i Sant Ramon",04,"Les Corts",6111732DF2861A,2014-03-26,26/03/2014,426227098459923,458115892640339,"426227,709","4581158,892"
rapi,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Toto Pizzeria","AV SANT RAMON NONAT",12,20,"la Maternitat i Sant Ramon",04,"Les Corts",6210517DF2861A,2014-03-26,26/03/2014,426286038593955,458112951689757,"426286,603","4581129,951"
saba,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL","CALÇAT I PELL",Zapatotes,"AV SANT RAMON NONAT",14,20,"la Maternitat i Sant Ramon",04,"Les Corts",6312976DF2861A,2014-03-26,26/03/2014,42628992844428,458114840689765,"426289,992","4581148,84"
llar,llar,"COMERÇ AL DETALL","PARAMENT DE LA LLAR","MOBLES I ARTICLES FUSTA I METALL","Interiorisme Espai 15","AV SANT RAMON NONAT",15,20,"la Maternitat i Sant Ramon",04,"Les Corts",6111731DF2861A,2014-03-26,26/03/2014,426222508438071,458116271636256,"426222,25","4581162,271"
pelu,serv,SERVEIS,SERVEIS,ALTRES,"Pepa Checa","AV SANT RAMON NONAT",17,20,"la Maternitat i Sant Ramon",04,"Les Corts",6111730DF2861A,2014-03-26,26/03/2014,426224438379574,458117001636583,"426224,443","4581170,001"
cons,serv,SERVEIS,SERVEIS,"SANITAT I ASSISTÈNCIA",Isaf,"AV SANT RAMON NONAT",18,20,"la Maternitat i Sant Ramon",04,"Les Corts",6312943DF2861A,2014-03-26,26/03/2014,426271378434256,458115343674872,"426271,137","4581153,343"
colma,quot,"COMERÇ AL DETALL","QUOTIDIÀ ALIMENTARI",ALIMENTACIÓ,"Catalunya Alimentació","AV SANT RAMON NONAT",19,20,"la Maternitat i Sant Ramon",04,"Les Corts",6111729DF2861A,2014-03-26,26/03/2014,426213248368991,458117364627506,"426213,324","4581173,364"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV SANT RAMON NONAT",20,20,"la Maternitat i Sant Ramon",04,"Les Corts",6312944DF2861A,2014-03-26,26/03/2014,426282348324021,458116572681296,"426282,234","4581165,572"
forn,quot,"COMERÇ AL DETALL","QUOTIDIÀ ALIMENTARI","PA, PASTISSERIA I LÀCTICS","El Fornet De Les Delicíes","AV SANT RAMON NONAT",21,20,"la Maternitat i Sant Ramon",04,"Les Corts",6111728DF2861A,2014-03-26,26/03/2014,426219308305574,458118076631003,"426219,93","4581180,076"
come,quot,"COMERÇ AL DETALL","QUOTIDIÀ ALIMENTARI",ALIMENTACIÓ,"Natur House","AV SANT RAMON NONAT",22,20,"la Maternitat i Sant Ramon",04,"Les Corts",6312945DF2861A,2014-03-26,26/03/2014,426271868312053,458116939672752,"426271,186","4581169,939"
farm,altr,"COMERÇ AL DETALL","QUOTIDIÀ NO ALIMENTARI",FARMÀCIES,Farmàcia,"AV SANT RAMON NONAT",23,20,"la Maternitat i Sant Ramon",04,"Les Corts",6112708DF2861A,2014-03-26,26/03/2014,426204398169217,4581201666164,"426204,439","4581201,166"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV SANT RAMON NONAT",24,20,"la Maternitat i Sant Ramon",04,"Les Corts",6212722DF2861A,2014-03-26,26/03/2014,426260948236296,458118153662551,"426260,094","4581181,153"
bar,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Bodega Aregall","AV SANT RAMON NONAT",25,20,"la Maternitat i Sant Ramon",04,"Les Corts",6112707DF2861A,2014-03-26,26/03/2014,426212498110912,458120770621617,"426212,249","4581207,77"
pelu,serv,SERVEIS,SERVEIS,ALTRES,"Alma Molinet Imatge","AV SANT RAMON NONAT",26,20,"la Maternitat i Sant Ramon",04,"Les Corts",6212723DF2861A,2014-03-26,26/03/2014,426257818174625,458119026658808,"426257,781","4581190,026"
peix,quot,"COMERÇ AL DETALL","QUOTIDIÀ ALIMENTARI","PEIX I MARISC","Peixateria Sant Ramon","AV SANT RAMON NONAT",26,20,"la Maternitat i Sant Ramon",04,"Les Corts",6212723DF2861A,2014-03-26,26/03/2014,426257818174625,458119026658808,"426257,781","4581190,026"
estanc,altr,"COMERÇ AL DETALL","QUOTIDIÀ ALIMENTARI","TABAC I ARTICLES FUMADORS","Tabacs N386","AV SANT RAMON NONAT",28,20,"la Maternitat i Sant Ramon",04,"Les Corts",6212724DF2861A,2014-03-26,26/03/2014,426249858160034,458119377652206,"426249,985","4581193,377"
xarc,quot,"COMERÇ AL DETALL","QUOTIDIÀ ALIMENTARI","CARN I PORC",Avenida,"AV SANT RAMON NONAT",30,20,"la Maternitat i Sant Ramon",04,"Les Corts",6212701DF2861A,2014-03-26,26/03/2014,426252618070595,458120497652556,"426252,261","4581204,497"
pelu,serv,SERVEIS,SERVEIS,ALTRES,"Perruqueria Inedit","AV SANT RAMON NONAT",31,20,"la Maternitat i Sant Ramon",04,"Les Corts",6112704DF2861A,2014-03-26,26/03/2014,426198907991642,45812260960841,"426198,89","4581226,609"
bar,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)",Erics,"AV SANT RAMON NONAT",32,20,"la Maternitat i Sant Ramon",04,"Les Corts",6312962DF2861A,2014-03-26,26/03/2014,426247707955923,458122102646316,"426247,77","4581221,102"
constr,serv,SERVEIS,SERVEIS,ALTRES,Caltesa,"AV SANT RAMON NONAT",33,20,"la Maternitat i Sant Ramon",04,"Les Corts",6112703DF2861A,2014-03-26,26/03/2014,426199527932474,458123374607686,"426199,952","4581233,374"
mensa,serv,SERVEIS,SERVEIS,"MANTENIMENT, NETEJA I PRODUCCIÓ",Klini,"AV SANT RAMON NONAT",34,20,"la Maternitat i Sant Ramon",04,"Les Corts",6312984DF2861A,2014-03-26,26/03/2014,426257517542726,458127335645607,"426257,751","4581273,335"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV SANT RAMON NONAT",34,20,"la Maternitat i Sant Ramon",04,"Les Corts",6312984DF2861A,2014-03-26,26/03/2014,426257517542726,458127335645607,"426257,751","4581273,335"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV SANT RAMON NONAT",35,20,"la Maternitat i Sant Ramon",04,"Les Corts",6112702DF2861A,2014-03-26,26/03/2014,426194517855238,458124489602135,"426194,451","4581244,489"
rapi,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","La Martina","AV SANT RAMON NONAT",36,20,"la Maternitat i Sant Ramon",04,"Les Corts",6312984DF2861A,2014-03-26,26/03/2014,426257517542726,458127335645607,"426257,751","4581273,335"
masco,serv,SERVEIS,SERVEIS,ALTRES,"4 Patas","AV SANT RAMON NONAT",36,20,"la Maternitat i Sant Ramon",04,"Les Corts",6312984DF2861A,2014-03-26,26/03/2014,426257517542726,458127335645607,"426257,751","4581273,335"
llar,llar,"COMERÇ AL DETALL","PARAMENT DE LA LLAR","MOBLES I ARTICLES FUSTA I METALL","Estudi Ferrer","AV SANT RAMON NONAT",37,20,"la Maternitat i Sant Ramon",04,"Les Corts",6112701DF2861A,2014-03-26,26/03/2014,426187247806788,458125271595385,"426187,724","4581252,271"
perfu,pers,"COMERÇ AL DETALL","QUOTIDIÀ NO ALIMENTARI","DROGUERIA I PERFUMERIA",Schlecker,"AV SANT RAMON NONAT",38,20,"la Maternitat i Sant Ramon",04,"Les Corts",6312901DF2861A,2014-03-26,26/03/2014,426236177486008,458128507627547,"426236,617","4581285,507"
admi,ALTRES,ALTRES,ALTRES,ALTRES,"Hotel Entitats Barceloneta","CL PIZARRO",1,03,"la Barceloneta",01,"Ciutat Vella",2217206DF3821E,2012-07-25,27/11/2013,432211,4581729,"432211,1","4581729,9"
rega,altr,"COMERÇ AL DETALL",ALTRES,ALTRES,Souvenirs,"AV SANTUARI DE SANT JOSEP",2,30,"la Salut",06,Gràcia,9448608DF2894G,2014-03-03,03/03/2014,429466,4584804,"429466,6","4584804,4"
salud,serv,SERVEIS,SERVEIS,ALTRES,"Lourdes Picart","AV SANTUARI DE SANT JOSEP",4,30,"la Salut",06,Gràcia,9448609DF2894G,2014-03-03,03/03/2014,429456115752291,458481849519177,"429456,611","4584818,849"
cafe,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","De La Muntanya","AV SANTUARI DE SANT JOSEP",4,30,"la Salut",06,Gràcia,9448609DF2894G,2014-03-03,03/03/2014,429456115752291,458481849519177,"429456,611","4584818,849"
farm,altr,"COMERÇ AL DETALL","QUOTIDIÀ NO ALIMENTARI",FARMÀCIES,Busquet,"AV SANTUARI DE SANT JOSEP",6,30,"la Salut",06,Gràcia,9448610DF2894G,2014-03-03,03/03/2014,429445865661999,458483246509168,"429445,586","4584832,246"
hosp,other,SERVEIS,SERVEIS,"SANITAT I ASSISTÈNCIA","Hospital de l Esperança","AV SANTUARI DE SANT JOSEP",10,30,"la Salut",06,Gràcia,9449715DF2894G,2014-03-03,03/03/2014,429436325217206,458489293492359,"429436,632","4584892,293"
educ,other,SERVEIS,SERVEIS,ENSENYAMENT,"Escola Virolas","AV SANTUARI DE SANT JOSEP",16,30,"la Salut",06,Gràcia,9449716DF2894G,2014-03-03,03/03/2014,429381075012693,458493110444275,"429381,107","4584931,11"
admi,ALTRES,ALTRES,ALTRES,ALTRES,"Departament De Cultura","CL PORTAL DE SANTA MADRONA",8,01,"el Raval",01,"Ciutat Vella",1111906DF3811A,2012-07-16,11/11/2013,431162,4581139,"431162,2","4581139,9"
forn,quot,"COMERÇ AL DETALL","QUOTIDIÀ ALIMENTARI","PA, PASTISSERIA I LÀCTICS","El Fornet D En Rossend","AV SARRIA",1,09,"la Nova Esquerra de l Eixample",02,Eixample,8725606DF2882F,2012-01-02,24/03/2014,428838,4582578,"428838,8","4582578,8"
llar,llar,"COMERÇ AL DETALL","PARAMENT DE LA LLAR","MOBLES I ARTICLES FUSTA I METALL","Pañella Llars De Foc Xemeneies","AV SARRIA",7,09,"la Nova Esquerra de l Eixample",02,Eixample,8725607DF2882F,2012-01-02,24/03/2014,428820,4582587,428820,"4582587,7"
moda,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL",VESTIR,"Outlet Fashion Victim","AV SARRIA",8,08,"l Antiga Esquerra de l Eixample",02,Eixample,8626509DF2882F,2013-12-05,24/03/2014,428718,4582640,"428718,8",4582640
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV SARRIA",8,08,"l Antiga Esquerra de l Eixample",02,Eixample,8626509DF2882F,2013-12-05,24/03/2014,428718,4582640,"428718,8",4582640
ardep,pers,"COMERÇ AL DETALL","OCI I CULTURA","JOGUINES I ESPORTS**","Evasion Running","AV SARRIA",9,09,"la Nova Esquerra de l Eixample",02,Eixample,8725620DF2882F,2012-01-02,24/03/2014,428811,4582589,"428811,1","4582589,9"
hote,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Junior Hotel **","AV SARRIA",9,09,"la Nova Esquerra de l Eixample",02,Eixample,8725620DF2882F,2012-01-02,24/03/2014,428802,4582591,"428802,2","4582591,1"
rest,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","La Mary Restaurant","AV SARRIA",10,08,"l Antiga Esquerra de l Eixample",02,Eixample,8626510DF2882F,2012-01-02,24/03/2014,428700,4582637,428700,"4582637,7"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV SARRIA",11,09,"la Nova Esquerra de l Eixample",02,Eixample,8725604DF2882F,2013-12-05,24/03/2014,428786,4582575,"428786,6","4582575,5"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV SARRIA",11,09,"la Nova Esquerra de l Eixample",02,Eixample,8725604DF2882F,2012-01-02,24/03/2014,428785,4582595,"428785,5","4582595,5"
ccom,quot,"COMERÇ AL DETALL","QUOTIDIÀ ALIMENTARI",ALIMENTACIÓ,Felix,"AV SARRIA",12,08,"l Antiga Esquerra de l Eixample",02,Eixample,8626511DF2882F,2012-01-02,24/03/2014,428687,4582640,"428687,7",4582640
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV SARRIA",14,08,"l Antiga Esquerra de l Eixample",02,Eixample,8626512DF2882F,2013-12-05,24/03/2014,428675,4582659,"428675,5","4582659,9"
tall,tran,SERVEIS,SERVEIS,"REPARACIONS (ELECTRODOMÈSTICS I AUTOMÒBILS)",Midas,"AV SARRIA",14,08,"l Antiga Esquerra de l Eixample",02,Eixample,8626512DF2882F,2012-01-02,24/03/2014,428677,4582643,"428677,7","4582643,3"
rest,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)",Portobello,"AV SARRIA",15,09,"la Nova Esquerra de l Eixample",02,Eixample,8725603DF2882F,2012-01-02,24/03/2014,428769,4582598,"428769,9","4582598,8"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV SARRIA",15,09,"la Nova Esquerra de l Eixample",02,Eixample,8725603DF2882F,2012-01-02,24/03/2014,428777,4582597,"428777,7","4582597,7"
rest,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Mito Cuina Asiàtica","AV SARRIA",17,09,"la Nova Esquerra de l Eixample",02,Eixample,8725602DF2882F,2012-01-02,24/03/2014,428755,4582602,"428755,5","4582602,2"
rest,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Vinya Rosa Restaurant Argentí","AV SARRIA",17,09,"la Nova Esquerra de l Eixample",02,Eixample,8725602DF2882F,2012-01-02,24/03/2014,428763,4582600,"428763,3",4582600
rest,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Ous I Vins Cuina Vasca","AV SARRIA",19,09,"la Nova Esquerra de l Eixample",02,Eixample,8725601DF2882F,2012-01-02,24/03/2014,428744,4582605,"428744,4","4582605,5"
banca,serv,SERVEIS,SERVEIS,"FINANCES I ASSEGURANCES","Sabadell Atlántico","AV SARRIA",19,09,"la Nova Esquerra de l Eixample",02,Eixample,8725601DF2882F,2012-01-02,24/03/2014,428728,4582609,"428728,8","4582609,9"
banca,serv,SERVEIS,SERVEIS,"FINANCES I ASSEGURANCES","Catalunya Caixa","AV SARRIA",21,09,"la Nova Esquerra de l Eixample",02,Eixample,8525528DF2882F,2012-01-02,24/03/2014,428663,4582619,"428663,3","4582619,9"
pelu,serv,SERVEIS,SERVEIS,ALTRES,"Fabio s Perruqueria","AV SARRIA",23,09,"la Nova Esquerra de l Eixample",02,Eixample,8525510DF2882F,2012-01-02,24/03/2014,428649,4582623,"428649,9","4582623,3"
disco,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)",Jigger,"AV SARRIA",23,09,"la Nova Esquerra de l Eixample",02,Eixample,8525510DF2882F,2013-12-05,24/03/2014,428645,4582610,"428645,5",4582610
disco,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","L Estel Club","AV SARRIA",25,09,"la Nova Esquerra de l Eixample",02,Eixample,8525509DF2882F,2012-01-02,24/03/2014,428639,4582626,"428639,9","4582626,6"
banca,serv,SERVEIS,SERVEIS,"FINANCES I ASSEGURANCES","Banco Popular","AV SARRIA",25,09,"la Nova Esquerra de l Eixample",02,Eixample,8525509DF2882F,2012-01-02,24/03/2014,428634,4582627,"428634,4","4582627,7"
pape,cult,"COMERÇ AL DETALL","OCI I CULTURA","LLIBRES, DIARIS I REVISTES",Pronto-Rotulo,"AV SARRIA",26,19,"les Corts",04,"Les Corts",8427909DF2882G,2012-01-02,24/03/2014,428406,4582701,"428406,6","4582701,1"
llar,llar,"COMERÇ AL DETALL","PARAMENT DE LA LLAR","MOBLES I ARTICLES FUSTA I METALL","Project Parquet I Portes","AV SARRIA",26,19,"les Corts",04,"Les Corts",8427909DF2882G,2012-01-02,24/03/2014,428420,4582698,428420,"4582698,8"
bar,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Torre Del Oro Snack Bar","AV SARRIA",26,19,"les Corts",04,"Les Corts",8427909DF2882G,2012-01-02,24/03/2014,428432,4582695,"428432,2","4582695,5"
ccom,quot,"COMERÇ AL DETALL","QUOTIDIÀ ALIMENTARI",ALIMENTACIÓ,"Suma Supermercats","AV SARRIA",26,19,"les Corts",04,"Les Corts",8427909DF2882G,2012-01-02,24/03/2014,428444,4582693,"428444,4","4582693,3"
bode,quot,"COMERÇ AL DETALL","QUOTIDIÀ ALIMENTARI",BEGUDES,"Wine Palace Celler De Vins","AV SARRIA",26,19,"les Corts",04,"Les Corts",8427909DF2882G,2012-01-02,24/03/2014,428458,4582689,"428458,8","4582689,9"
banca,serv,SERVEIS,SERVEIS,"FINANCES I ASSEGURANCES","La Caixa","AV SARRIA",26,19,"les Corts",04,"Les Corts",8427909DF2882G,2012-01-02,24/03/2014,428471,4582687,"428471,1","4582687,7"
ccom,quot,"COMERÇ AL DETALL","QUOTIDIÀ ALIMENTARI",ALIMENTACIÓ,"DisGor Supermercats","AV SARRIA",27,09,"la Nova Esquerra de l Eixample",02,Eixample,8525508DF2882F,2012-01-02,24/03/2014,428625,4582629,"428625,5","4582629,9"
rentat,tran,SERVEIS,SERVEIS,ALTRES,"Tunel Rentat De Cotxes","AV SARRIA",29,09,"la Nova Esquerra de l Eixample",02,Eixample,8525507DF2882F,2012-01-02,24/03/2014,428613,4582632,"428613,3","4582632,2"
farm,altr,"COMERÇ AL DETALL","QUOTIDIÀ NO ALIMENTARI",FARMÀCIES,"Farmàcia Llic Sofía López","AV SARRIA",31,09,"la Nova Esquerra de l Eixample",02,Eixample,8525506DF2882F,2012-01-02,24/03/2014,428603,4582634,"428603,3","4582634,4"
cafe,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Film Cafè","AV SARRIA",31,09,"la Nova Esquerra de l Eixample",02,Eixample,8525506DF2882F,2012-01-02,24/03/2014,428595,4582636,"428595,5","4582636,6"
cine,cult,SERVEIS,SERVEIS,"EQUIPAMENTS CULTURALS I RECREATIUS","Aquitania Teatre","AV SARRIA",31,09,"la Nova Esquerra de l Eixample",02,Eixample,8525506DF2882F,2012-01-02,24/03/2014,428590,4582637,428590,"4582637,7"
rest,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)",Bbq,"AV SARRIA",33,09,"la Nova Esquerra de l Eixample",02,Eixample,8525506DF2882F,2013-12-05,24/03/2014,428590,4582612,428590,"4582612,2"
educp,serv,SERVEIS,SERVEIS,ENSENYAMENT,"Estudio De Danza","AV SARRIA",35,09,"la Nova Esquerra de l Eixample",02,Eixample,8525505DF2882F,2013-12-05,24/03/2014,428572,4582617,"428572,2","4582617,7"
cine,cult,SERVEIS,SERVEIS,"EQUIPAMENTS CULTURALS I RECREATIUS","Le Foyer","AV SARRIA",35,09,"la Nova Esquerra de l Eixample",02,Eixample,8525505DF2882F,2013-12-05,24/03/2014,428572,4582617,"428572,2","4582617,7"
