CODI_EIXOS,M_CODI_EIXOS,BCN1,BCN2,BCN3,NOM,CARRCADAST,DOORNUM,CBARRI,NBARRI,CDISTRI,NDISTRIC,RCNUMBER,DATAINICI,ULTIMA_VISITA,X,Y,X_ED50,Y_ED50
banca,serv,SERVEIS,SERVEIS,"FINANCES I ASSEGURANCES","La Caixa","CL ROGER DE FLOR",231,32,"el Camp d en Grassot i Gràcia Nova",06,Gràcia,0539113DF3803H,2011-08-25,12/02/2014,430549,4583941,"430549,9","4583941,1"
cons,serv,SERVEIS,SERVEIS,"SANITAT I ASSISTÈNCIA","Limper Estética Fisioterapia","CL ROGER DE FLOR",233,32,"el Camp d en Grassot i Gràcia Nova",06,Gràcia,0539112DF3803H,2011-08-25,12/02/2014,430538,4583950,"430538,8",4583950
perfu,pers,"COMERÇ AL DETALL","QUOTIDIÀ NO ALIMENTARI","DROGUERIA I PERFUMERIA","Limper Perfumería Cosmética Regal","CL ROGER DE FLOR",233,32,"el Camp d en Grassot i Gràcia Nova",06,Gràcia,0539112DF3803H,2011-08-25,12/02/2014,430544,4583945,"430544,4","4583945,5"
flor,altr,"COMERÇ AL DETALL","PARAMENT DE LA LLAR",FLORISTERIES,"La Floristería","CL ROGER DE FLOR",234,07,"la Dreta de l Eixample",02,Eixample,0739127DF3803H,2011-08-25,12/02/2014,430664,4583858,"430664,4","4583858,8"
info,altr,"COMERÇ AL DETALL","OCI I CULTURA",INFORMÀTICA,"Lan Barcelona","CL ROGER DE FLOR",235,32,"el Camp d en Grassot i Gràcia Nova",06,Gràcia,0539111DF3803H,2014-02-05,12/02/2014,430516,4583937,"430516,6","4583937,7"
salud,serv,SERVEIS,SERVEIS,ALTRES,"Quiromassatge Sac A.Carol","CL ROGER DE FLOR",236,07,"la Dreta de l Eixample",02,Eixample,0739128DF3803H,2011-08-25,12/02/2014,430659,4583861,"430659,9","4583861,1"
bar,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Can Josep","CL ROGER DE FLOR",237,32,"el Camp d en Grassot i Gràcia Nova",06,Gràcia,0539110DF3803H,2011-08-25,12/02/2014,430524,4583964,"430524,4","4583964,4"
viat,serv,SERVEIS,SERVEIS,ALTRES,"AirBenTours Agencia de Viajes","CL ROGER DE FLOR",237,32,"el Camp d en Grassot i Gràcia Nova",06,Gràcia,0539110DF3803H,2011-08-25,12/02/2014,430521,4583968,"430521,1","4583968,8"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","CL ROGER DE FLOR",238,07,"la Dreta de l Eixample",02,Eixample,0739129DF3803H,2011-08-25,12/02/2014,430657,4583864,"430657,7","4583864,4"
disco,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)",Jazzman,"CL ROGER DE FLOR",238,07,"la Dreta de l Eixample",02,Eixample,0739129DF3803H,2013-11-09,12/02/2014,430666,4583876,"430666,6","4583876,6"
peix,quot,"COMERÇ AL DETALL","QUOTIDIÀ ALIMENTARI","PEIX I MARISC","Peix Marisc Costa Brava","CL ROGER DE FLOR",239,32,"el Camp d en Grassot i Gràcia Nova",06,Gràcia,0539109DF3803H,2011-08-25,12/02/2014,430516,4583972,"430516,6","4583972,2"
moda,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL",VESTIR,"BisaBis Complements","CL ROGER DE FLOR",239,32,"el Camp d en Grassot i Gràcia Nova",06,Gràcia,0539109DF3803H,2011-08-25,12/02/2014,430510,4583972,430510,"4583972,2"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","CL ROGER DE FLOR",240,07,"la Dreta de l Eixample",02,Eixample,0739141DF3803H,2013-11-09,12/02/2014,430657,4583892,"430657,7","4583892,2"
farm,altr,"COMERÇ AL DETALL","QUOTIDIÀ NO ALIMENTARI",FARMÀCIES,"Farmacia Carrillo Herranz","CL ROGER DE FLOR",240,07,"la Dreta de l Eixample",02,Eixample,0739141DF3803H,2011-08-25,12/02/2014,430649,4583874,"430649,9","4583874,4"
ardep,pers,"COMERÇ AL DETALL","OCI I CULTURA","JOGUINES I ESPORTS**","Equipament Arts Marcials","CL ROGER DE FLOR",241,32,"el Camp d en Grassot i Gràcia Nova",06,Gràcia,0440113DF3804A,2014-02-05,12/02/2014,430475,4583998,"430475,5","4583998,8"
viat,serv,SERVEIS,SERVEIS,ALTRES,"Viatges Confort Agència de Viatges","CL ROGER DE FLOR",242,07,"la Dreta de l Eixample",02,Eixample,0739142DF3803H,2011-08-25,12/02/2014,430640,4583884,430640,"4583884,4"
pape,cult,"COMERÇ AL DETALL","OCI I CULTURA","LLIBRES, DIARIS I REVISTES","Grafiques Vilanova","CL ROGER DE FLOR",244,07,"la Dreta de l Eixample",02,Eixample,0739142DF3803H,2011-08-25,12/02/2014,430635,4583891,"430635,5","4583891,1"
constr,serv,SERVEIS,SERVEIS,ALTRES,"Ras Reformes Integrals","CL ROGER DE FLOR",246,07,"la Dreta de l Eixample",02,Eixample,0739101DF3803H,2011-08-25,12/02/2014,430629,4583900,"430629,9",4583900
rest,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Come Una Volta Restaurant Italiano","CL ROGER DE FLOR",246,07,"la Dreta de l Eixample",02,Eixample,0739101DF3803H,2011-08-25,12/02/2014,430631,4583894,"430631,1","4583894,4"
espo,ALTRES,ALTRES,ALTRES,ALTRES,"COMPLEX ESPORTIU MUNICIPAL LA GUINEUETA",Castor,1-11,48,"la Guineueta",08,"Nou Barris",,2013-04-16,16/04/2013,43072884322195,45881895530745,"430728,884","4588189,955"
ofic,serv,SERVEIS,SERVEIS,ALTRES,"Oficinas Telefónica","CL ROGER DE FLOR",248,32,"el Camp d en Grassot i Gràcia Nova",06,Gràcia,0539513DF3803H,2011-08-25,12/02/2014,430600,4583936,430600,"4583936,6"
cafe,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Don Cicuta Cafetería Bar","CL ROGER DE FLOR",250,32,"el Camp d en Grassot i Gràcia Nova",06,Gràcia,0539514DF3803H,2011-08-25,12/02/2014,430591,4583939,"430591,1","4583939,9"
salud,serv,SERVEIS,SERVEIS,ALTRES,Reiki,"CL ROGER DE FLOR",251,32,"el Camp d en Grassot i Gràcia Nova",06,Gràcia,0440109DF3804A,2014-02-05,12/02/2014,430431,4584017,"430431,1","4584017,7"
rest,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","La Parra Restaurant","CL ROGER DE FLOR",252,32,"el Camp d en Grassot i Gràcia Nova",06,Gràcia,0539515DF3803H,2011-08-25,12/02/2014,430579,4583946,"430579,9","4583946,6"
forn,quot,"COMERÇ AL DETALL","QUOTIDIÀ ALIMENTARI","PA, PASTISSERIA I LÀCTICS","Forn Nuria","CL ROGER DE FLOR",252,32,"el Camp d en Grassot i Gràcia Nova",06,Gràcia,0539515DF3803H,2011-08-25,12/02/2014,430584,4583943,"430584,4","4583943,3"
constr,serv,SERVEIS,SERVEIS,ALTRES,Tec-Sol,"CL ROGER DE FLOR",253,32,"el Camp d en Grassot i Gràcia Nova",06,Gràcia,0440108DF3804A,2014-02-05,12/02/2014,430434,4584039,"430434,4","4584039,9"
info,altr,"COMERÇ AL DETALL","OCI I CULTURA",INFORMÀTICA,ABaser,"CL ROGER DE FLOR",253,32,"el Camp d en Grassot i Gràcia Nova",06,Gràcia,0440108DF3804A,2014-02-05,12/02/2014,430434,4584039,"430434,4","4584039,9"
apar,tran,SERVEIS,SERVEIS,ALTRES,"Garatge Singular Parqueadero","CL ROGER DE FLOR",254,32,"el Camp d en Grassot i Gràcia Nova",06,Gràcia,0539516DF3803H,2011-08-25,12/02/2014,430572,4583955,"430572,2","4583955,5"
salud,serv,SERVEIS,SERVEIS,ALTRES,Bessel,"CL ROGER DE FLOR",257,32,"el Camp d en Grassot i Gràcia Nova",06,Gràcia,0440107DF3804A,2014-02-05,12/02/2014,430426,4584049,"430426,6","4584049,9"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","CL ROGER DE FLOR",258,32,"el Camp d en Grassot i Gràcia Nova",06,Gràcia,0539518DF3803H,2011-08-25,12/02/2014,430562,4583968,"430562,2","4583968,8"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","CL ROGER DE FLOR",258,32,"el Camp d en Grassot i Gràcia Nova",06,Gràcia,0539518DF3803H,2014-02-05,12/02/2014,430573,4583975,"430573,3","4583975,5"
carn,quot,"COMERÇ AL DETALL","QUOTIDIÀ ALIMENTARI","CARN I PORC",Carnisseria,"CL ROGER DE FLOR",259,32,"el Camp d en Grassot i Gràcia Nova",06,Gràcia,0440106DF3804A,2014-02-05,12/02/2014,430425,4584054,"430425,5","4584054,4"
forn,quot,"COMERÇ AL DETALL","QUOTIDIÀ ALIMENTARI","PA, PASTISSERIA I LÀCTICS",Forner,"CL ROGER DE FLOR",259,32,"el Camp d en Grassot i Gràcia Nova",06,Gràcia,0440106DF3804A,2014-02-05,12/02/2014,430425,4584054,"430425,5","4584054,4"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT",Lloguer,"CL ROGER DE FLOR",260,32,"el Camp d en Grassot i Gràcia Nova",06,Gràcia,0539519DF3803H,2011-08-25,12/02/2014,430558,4583971,"430558,8","4583971,1"
peix,quot,"COMERÇ AL DETALL","QUOTIDIÀ ALIMENTARI","PEIX I MARISC",Albareda,"CL ROGER DE FLOR",261,32,"el Camp d en Grassot i Gràcia Nova",06,Gràcia,0440105DF3804A,2014-02-05,12/02/2014,430420,4584066,430420,"4584066,6"
educp,serv,SERVEIS,SERVEIS,ENSENYAMENT,"Plan d Centre de Dansa","CL ROGER DE FLOR",262,32,"el Camp d en Grassot i Gràcia Nova",06,Gràcia,0539520DF3803H,2011-08-25,12/02/2014,430553,4583975,"430553,3","4583975,5"
cafe,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)",Ramona,"CL ROGER DE FLOR",262,32,"el Camp d en Grassot i Gràcia Nova",06,Gràcia,0539520DF3803H,2014-02-05,12/02/2014,430560,4583982,430560,"4583982,2"
educp,serv,SERVEIS,SERVEIS,ENSENYAMENT,"Helen Doron Escuela de Ingles","CL ROGER DE FLOR",264,32,"el Camp d en Grassot i Gràcia Nova",06,Gràcia,0539517DF3803H,2011-08-25,12/02/2014,430545,4583985,"430545,5","4583985,5"
merce,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL",MERCERIA,"L Illa Mercería Complements","CL ROGER DE FLOR",266,32,"el Camp d en Grassot i Gràcia Nova",06,Gràcia,0539501DF3803H,2011-08-25,12/02/2014,430538,4584007,"430538,8","4584007,7"
ofic,serv,SERVEIS,SERVEIS,ALTRES,"Masbaga Asesoria","CL ROGER DE FLOR",266,32,"el Camp d en Grassot i Gràcia Nova",06,Gràcia,0539517DF3803H,2014-02-05,12/02/2014,430545,4583995,"430545,5","4583995,5"
fruit,quot,"COMERÇ AL DETALL","QUOTIDIÀ ALIMENTARI","FRUITES I VERDURES","Del Barri","CL ROGER DE FLOR",266,32,"el Camp d en Grassot i Gràcia Nova",06,Gràcia,0539501DF3803H,2014-02-05,12/02/2014,430544,4584008,"430544,4","4584008,8"
viat,serv,SERVEIS,SERVEIS,ALTRES,Discover,"CL ROGER DE FLOR",266,32,"el Camp d en Grassot i Gràcia Nova",06,Gràcia,0539501DF3803H,2014-02-05,12/02/2014,430544,4584008,"430544,4","4584008,8"
elect,llar,"COMERÇ AL DETALL","PARAMENT DE LA LLAR","APARELLS DOMÈSTICS",Tritecnics,"CL ROGER DE FLOR",267,32,"el Camp d en Grassot i Gràcia Nova",06,Gràcia,0341813DF3804A,2014-02-05,12/02/2014,430377,4584104,"430377,7","4584104,4"
rega,altr,"COMERÇ AL DETALL",ALTRES,ALTRES,Sort,"CL ROGER DE FLOR",268,32,"el Camp d en Grassot i Gràcia Nova",06,Gràcia,0440617DF3804A,2014-02-05,12/02/2014,430507,4584026,"430507,7","4584026,6"
ofic,serv,SERVEIS,SERVEIS,ALTRES,"Gesto Cat","CL ROGER DE FLOR",269,32,"el Camp d en Grassot i Gràcia Nova",06,Gràcia,0341812DF3804A,2014-02-05,12/02/2014,430370,4584109,430370,"4584109,9"
perfu,pers,"COMERÇ AL DETALL","QUOTIDIÀ NO ALIMENTARI","DROGUERIA I PERFUMERIA",Schlecker,"CL ROGER DE FLOR",270,32,"el Camp d en Grassot i Gràcia Nova",06,Gràcia,0440618DF3804A,2014-02-05,12/02/2014,430505,4584039,"430505,5","4584039,9"
cons,serv,SERVEIS,SERVEIS,"SANITAT I ASSISTÈNCIA","Odont Quality","CL ROGER DE FLOR",271,32,"el Camp d en Grassot i Gràcia Nova",06,Gràcia,0341811DF3804A,2014-02-05,12/02/2014,430366,4584117,"430366,6","4584117,7"
constr,serv,SERVEIS,SERVEIS,ALTRES,"Parquets i Moquetes Caste","CL ROGER DE FLOR",272,32,"el Camp d en Grassot i Gràcia Nova",06,Gràcia,0440619DF3804A,2014-02-05,12/02/2014,430499,4584045,"430499,9","4584045,5"
tall,tran,SERVEIS,SERVEIS,"REPARACIONS (ELECTRODOMÈSTICS I AUTOMÒBILS)",J.R.B,"CL ROGER DE FLOR",272,32,"el Camp d en Grassot i Gràcia Nova",06,Gràcia,0440619DF3804A,2014-02-05,12/02/2014,430499,4584045,"430499,9","4584045,5"
colma,quot,"COMERÇ AL DETALL","QUOTIDIÀ ALIMENTARI",ALIMENTACIÓ,Coaliment,"CL ROGER DE FLOR",273,32,"el Camp d en Grassot i Gràcia Nova",06,Gràcia,0341810DF3804A,2014-02-05,12/02/2014,430357,4584122,"430357,7","4584122,2"
estanc,altr,"COMERÇ AL DETALL","QUOTIDIÀ ALIMENTARI","TABAC I ARTICLES FUMADORS","Tabacos n 193","CL ROGER DE FLOR",274,32,"el Camp d en Grassot i Gràcia Nova",06,Gràcia,0440620DF3804A,2014-02-05,12/02/2014,430494,4584053,"430494,4","4584053,3"
espo,ALTRES,ALTRES,ALTRES,ALTRES,"Instal·lació Esportiva CEIP MARINADA",Caþador,17-19,48,"la Guineueta",08,"Nou Barris",,2013-04-16,16/04/2013,43064983963253,45880925501876,"430649,983","4588092,255"
rest,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Cube 275","CL ROGER DE FLOR",275,32,"el Camp d en Grassot i Gràcia Nova",06,Gràcia,0341809DF3804A,2014-02-05,12/02/2014,430349,4584130,"430349,9",4584130
ofic,serv,SERVEIS,SERVEIS,ALTRES,"Gramil Interiorismo II","CL ROGER DE FLOR",276,32,"el Camp d en Grassot i Gràcia Nova",06,Gràcia,0440621DF3804A,2014-02-05,12/02/2014,430482,4584063,"430482,2","4584063,3"
masco,serv,SERVEIS,SERVEIS,ALTRES,"Furious Fish","CL ROGER DE FLOR",277,32,"el Camp d en Grassot i Gràcia Nova",06,Gràcia,0341808DF3804A,2014-02-05,12/02/2014,430342,4584138,"430342,2","4584138,8"
